NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2499,c_rent2999,c_rent3499,c_rent3500,med_rent,med_hhinc,year,state_fips,county_fips,tract_fips,FIPS_11_digit
"Census Tract 70.04, Fresno County, California",1759,468,461,0,0,0,18,0,7,6,0,0,7,0,6,47,19,0,59,8,155,100,29,0,0,0,0,1086.0,59966.0,2018,06,019,007004,06019007004
"Census Tract 71, Fresno County, California",1964,929,916,0,0,7,0,0,0,0,0,0,80,75,28,85,57,80,110,56,105,142,79,0,0,0,12,842.0,33573.0,2018,06,019,007100,06019007100
"Census Tract 57.03, Fresno County, California",1765,243,226,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,41,37,96,22,0,0,10,1578.0,88036.0,2018,06,019,005703,06019005703
"Census Tract 59.04, Fresno County, California",1778,252,232,8,0,0,0,0,0,0,0,0,1,0,20,0,41,0,21,7,7,35,92,0,0,0,0,1329.0,87455.0,2018,06,019,005904,06019005904
"Census Tract 63, Fresno County, California",2434,504,418,0,0,0,20,0,0,0,0,12,0,0,0,87,16,0,42,18,63,91,38,31,0,0,0,1056.0,66972.0,2018,06,019,006300,06019006300
"Census Tract 82, Fresno County, California",1852,1103,950,11,27,46,53,41,46,44,48,41,24,28,35,59,72,69,77,58,141,0,30,0,0,0,0,676.0,35368.0,2018,06,019,008200,06019008200
"Census Tract 83.02, Fresno County, California",1533,1028,920,0,0,0,38,30,50,0,12,87,45,138,58,16,7,71,85,60,60,143,20,0,0,0,0,656.0,33657.0,2018,06,019,008302,06019008302
"Census Tract 84.02, Fresno County, California",341,205,137,0,0,0,0,0,14,0,31,6,0,5,7,8,0,12,0,18,31,0,5,0,0,0,0,684.0,46250.0,2018,06,019,008402,06019008402
"Census Tract 51, Fresno County, California",2141,1315,1300,22,0,0,54,0,0,73,0,0,0,22,22,0,64,205,297,89,188,218,46,0,0,0,0,863.0,33323.0,2018,06,019,005100,06019005100
"Census Tract 64.03, Fresno County, California",2054,246,197,0,0,21,22,0,0,0,0,0,0,28,10,0,19,15,0,0,18,31,16,17,0,0,0,746.0,67417.0,2018,06,019,006403,06019006403
"Census Tract 54.05, Fresno County, California",1427,369,364,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,21,26,116,34,78,41,0,0,0,1188.0,72094.0,2018,06,019,005405,06019005405
"Census Tract 54.08, Fresno County, California",355,350,347,0,0,22,0,8,0,0,0,0,4,6,4,20,37,2,19,0,32,108,43,9,33,0,0,1295.0,15078.0,2018,06,019,005408,06019005408
"Census Tract 57.02, Fresno County, California",1821,490,435,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,36,64,248,47,22,0,0,1701.0,71708.0,2018,06,019,005702,06019005702
"Census Tract 76, Fresno County, California",1313,811,620,0,0,1,26,0,0,4,0,56,28,17,25,54,47,3,66,73,141,56,23,0,0,0,0,874.0,42714.0,2018,06,019,007600,06019007600
"Census Tract 80, Fresno County, California",1660,767,747,33,8,0,49,44,9,6,0,0,31,0,29,56,40,81,150,24,131,56,0,0,0,0,0,792.0,67434.0,2018,06,019,008000,06019008000
"Census Tract 84.01, Fresno County, California",2357,1356,1247,40,0,65,0,0,30,22,63,87,53,102,74,44,199,23,62,210,148,25,0,0,0,0,0,711.0,41199.0,2018,06,019,008401,06019008401
"Census Tract 44.06, Fresno County, California",2271,1166,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,35,159,487,251,180,0,0,0,0,1172.0,52480.0,2018,06,019,004406,06019004406
"Census Tract 47.01, Fresno County, California",2367,1494,1478,28,0,0,0,0,16,0,0,0,0,0,151,11,47,0,373,230,239,166,109,108,0,0,0,949.0,37679.0,2018,06,019,004701,06019004701
"Census Tract 52.02, Fresno County, California",1168,797,780,0,0,0,0,35,0,51,8,0,59,120,8,76,77,39,163,43,91,0,10,0,0,0,0,721.0,23750.0,2018,06,019,005202,06019005202
"Census Tract 53.04, Fresno County, California",2043,1587,1496,0,0,0,0,0,9,0,0,0,37,0,76,49,186,132,225,266,485,31,0,0,0,0,0,913.0,35348.0,2018,06,019,005304,06019005304
"Census Tract 758.05, Orange County, California",1261,581,570,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,65,37,121,212,55,9,56,0,1611.0,78777.0,2018,06,059,075805,06059075805
"Census Tract 758.06, Orange County, California",2057,1063,1063,0,0,0,0,0,0,0,0,0,0,34,0,0,0,22,0,119,97,235,373,112,58,13,0,1533.0,84769.0,2018,06,059,075806,06059075806
"Census Tract 758.07, Orange County, California",1180,337,337,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,16,94,112,37,40,8,7,1658.0,109722.0,2018,06,059,075807,06059075807
"Census Tract 758.08, Orange County, California",1101,85,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,49,3501.0,118250.0,2018,06,059,075808,06059075808
"Census Tract 758.09, Orange County, California",1044,61,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,165278.0,2018,06,059,075809,06059075809
"Census Tract 758.12, Orange County, California",1895,934,915,0,0,0,0,21,0,0,0,0,25,0,0,0,1,24,14,105,47,175,239,98,153,13,0,1595.0,70781.0,2018,06,059,075812,06059075812
"Census Tract 758.14, Orange County, California",1067,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,81,30,8,12,38,1978.0,130438.0,2018,06,059,075814,06059075814
"Census Tract 761.01, Orange County, California",3723,2779,2723,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,66,131,835,1239,318,47,16,2104.0,76906.0,2018,06,059,076101,06059076101
"Census Tract 762.01, Orange County, California",2398,841,802,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,72,0,107,155,145,273,18,17,2179.0,123786.0,2018,06,059,076201,06059076201
"Census Tract 762.08, Orange County, California",1655,713,713,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,22,7,39,68,317,177,17,37,21,1835.0,86696.0,2018,06,059,076208,06059076208
"Census Tract 863.04, Orange County, California",1704,1153,1139,0,0,0,0,0,0,0,24,0,0,26,0,0,0,0,9,0,191,149,564,117,52,7,0,1651.0,66810.0,2018,06,059,086304,06059086304
"Census Tract 863.05, Orange County, California",1076,121,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,57,12,0,2662.0,103488.0,2018,06,059,086305,06059086305
"Census Tract 867.02, Orange County, California",1948,1276,1276,0,0,0,0,0,0,0,0,0,0,0,28,0,33,0,0,35,80,474,490,76,34,26,0,1494.0,66970.0,2018,06,059,086702,06059086702
"Census Tract 869.02, Orange County, California",1667,820,800,0,0,0,0,0,0,12,31,9,0,0,0,0,0,0,0,0,34,243,262,159,16,34,0,1635.0,61984.0,2018,06,059,086902,06059086902
"Census Tract 870.02, Orange County, California",2337,1582,1582,0,0,0,17,0,76,0,0,11,71,0,0,0,0,0,0,30,297,392,483,161,44,0,0,1434.0,64661.0,2018,06,059,087002,06059087002
"Census Tract 874.01, Orange County, California",1478,249,249,0,0,0,0,0,0,0,0,0,10,0,0,0,8,11,11,0,23,13,59,89,25,0,0,1911.0,101494.0,2018,06,059,087401,06059087401
"Census Tract 874.04, Orange County, California",876,658,649,0,0,0,0,12,18,0,12,26,0,11,6,4,4,0,14,0,122,199,167,54,0,0,0,1370.0,52955.0,2018,06,059,087404,06059087404
"Census Tract 875.04, Orange County, California",1699,1381,1381,0,0,0,0,0,0,28,9,16,0,0,0,0,0,0,0,16,302,369,510,90,41,0,0,1466.0,39492.0,2018,06,059,087504,06059087504
"Census Tract 100.12, San Bernardino County, California",1398,325,325,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,28,56,163,52,0,0,0,0,1331.0,55793.0,2018,06,071,010012,06071010012
"Census Tract 100.15, San Bernardino County, California",1588,533,468,0,0,0,0,0,7,0,0,0,34,6,13,62,14,31,18,0,133,77,73,0,0,0,0,1092.0,51875.0,2018,06,071,010015,06071010015
"Census Tract 1.09, San Bernardino County, California",2219,310,310,0,0,0,0,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,115,93,67,0,0,2027.0,104617.0,2018,06,071,000109,06071000109
"Census Tract 404.02, Riverside County, California",978,239,234,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,105,25,53,30,0,0,0,1229.0,61814.0,2018,06,065,040402,06065040402
"Census Tract 405.01, Riverside County, California",1737,457,419,0,0,0,0,0,0,0,0,0,0,41,16,0,21,0,46,27,67,91,99,0,11,0,0,1218.0,66033.0,2018,06,065,040501,06065040501
"Census Tract 425.14, Riverside County, California",791,460,455,0,0,0,0,15,15,0,7,2,0,0,8,0,0,21,37,39,92,152,67,0,0,0,0,1227.0,47107.0,2018,06,065,042514,06065042514
"Census Tract 424.04, Riverside County, California",568,337,314,0,0,0,0,7,0,0,0,0,0,0,0,0,8,20,30,47,54,119,29,0,0,0,0,1208.0,52167.0,2018,06,065,042404,06065042404
"Census Tract 425.05, Riverside County, California",828,539,536,0,0,0,5,0,0,0,0,0,0,25,11,5,0,12,24,156,121,110,60,0,0,0,7,1062.0,38516.0,2018,06,065,042505,06065042505
"Census Tract 425.10, Riverside County, California",1128,360,318,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,28,0,0,34,169,66,0,0,0,1725.0,57917.0,2018,06,065,042510,06065042510
"Census Tract 425.18, Riverside County, California",843,358,358,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,34,55,228,33,0,0,0,1680.0,60602.0,2018,06,065,042518,06065042518
"Census Tract 425.19, Riverside County, California",489,372,372,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,6,40,191,60,59,0,0,0,0,1162.0,41369.0,2018,06,065,042519,06065042519
"Census Tract 427.20, Riverside County, California",1471,558,438,0,0,0,7,0,0,0,0,0,0,89,0,0,39,47,25,33,97,11,80,10,0,0,0,936.0,52595.0,2018,06,065,042720,06065042720
"Census Tract 430.06, Riverside County, California",1368,879,871,0,0,0,0,11,33,21,0,3,20,27,20,0,69,23,116,93,163,107,144,7,0,14,0,999.0,38816.0,2018,06,065,043006,06065043006
"Census Tract 433.14, Riverside County, California",1126,343,296,0,0,0,0,0,0,0,0,0,9,0,0,30,0,11,8,13,22,125,78,0,0,0,0,1360.0,54757.0,2018,06,065,043314,06065043314
"Census Tract 433.15, Riverside County, California",726,189,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,64,88,16,0,0,0,1571.0,80500.0,2018,06,065,043315,06065043315
"Census Tract 448.06, Riverside County, California",1308,697,663,0,0,0,0,0,0,0,0,0,0,9,0,34,9,38,77,202,140,86,40,28,0,0,0,981.0,36944.0,2018,06,065,044806,06065044806
"Census Tract 438.07, Riverside County, California",2001,789,789,0,0,39,41,35,0,0,38,13,0,0,0,21,13,53,120,120,97,95,43,61,0,0,0,918.0,63750.0,2018,06,065,043807,06065043807
"Census Tract 441.01, Riverside County, California",992,559,547,0,0,0,0,0,0,12,0,0,46,14,5,42,32,47,121,106,64,52,0,6,0,0,0,862.0,36196.0,2018,06,065,044101,06065044101
"Census Tract 442, Riverside County, California",1697,919,912,0,0,0,0,0,53,35,0,78,9,0,72,29,40,52,135,78,176,98,57,0,0,0,0,865.0,38455.0,2018,06,065,044200,06065044200
"Census Tract 448.07, Riverside County, California",835,525,525,0,0,0,0,0,0,0,0,0,0,0,5,23,18,45,95,52,182,22,45,28,5,0,5,1034.0,49554.0,2018,06,065,044807,06065044807
"Census Tract 449.07, Riverside County, California",1450,1008,1008,0,0,0,0,0,0,0,0,0,0,2,0,0,24,14,0,156,495,222,95,0,0,0,0,1156.0,34225.0,2018,06,065,044907,06065044907
"Census Tract 304, Riverside County, California",1552,918,885,0,0,0,0,6,0,0,0,0,8,24,10,41,129,71,57,45,279,78,97,40,0,0,0,1046.0,46071.0,2018,06,065,030400,06065030400
"Census Tract 452.09, Riverside County, California",1895,919,908,0,0,0,9,40,0,9,32,9,33,27,28,21,11,80,100,52,384,63,10,0,0,0,0,1002.0,36496.0,2018,06,065,045209,06065045209
"Census Tract 455.02, Riverside County, California",1272,758,739,0,0,0,54,27,69,0,9,42,14,20,11,10,7,0,234,44,148,22,28,0,0,0,0,846.0,28750.0,2018,06,065,045502,06065045502
"Census Tract 457.04, Riverside County, California",1022,456,445,0,0,0,0,0,0,0,13,22,0,0,0,0,0,39,189,38,130,14,0,0,0,0,0,879.0,23164.0,2018,06,065,045704,06065045704
"Census Tract 457.05, Riverside County, California",3074,1830,1830,0,0,0,11,25,0,0,45,55,31,93,34,127,178,114,237,325,452,89,14,0,0,0,0,885.0,32103.0,2018,06,065,045705,06065045705
"Census Tract 53.05, Fresno County, California",1161,507,507,0,0,0,0,0,0,0,0,10,0,9,0,0,11,20,21,53,99,198,72,14,0,0,0,1289.0,52083.0,2018,06,019,005305,06019005305
"Census Tract 55.03, Fresno County, California",2322,747,733,0,0,0,18,0,0,0,0,0,0,0,17,0,64,44,100,0,13,37,211,16,7,206,0,1674.0,92143.0,2018,06,019,005503,06019005503
"Census Tract 55.10, Fresno County, California",2260,1420,1410,0,0,14,89,0,0,47,0,0,0,0,0,0,0,24,43,146,374,246,280,27,0,120,0,1229.0,61566.0,2018,06,019,005510,06019005510
"Census Tract 55.13, Fresno County, California",968,245,245,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,4,0,17,30,63,73,12,18,0,1845.0,107609.0,2018,06,019,005513,06019005513
"Census Tract 81, Fresno County, California",1993,986,960,9,0,0,0,10,57,27,19,58,30,26,10,52,56,0,199,94,110,106,73,0,24,0,0,863.0,54258.0,2018,06,019,008100,06019008100
"Census Tract 46.02, Fresno County, California",1012,138,127,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,29,14,46,0,13,9,0,9,0,1073.0,84878.0,2018,06,019,004602,06019004602
"Census Tract 53.02, Fresno County, California",1852,1195,1191,21,37,0,0,0,0,0,0,0,6,13,9,35,115,59,235,249,249,147,16,0,0,0,0,926.0,37882.0,2018,06,019,005302,06019005302
"Census Tract 54.03, Fresno County, California",1374,1147,1101,0,0,16,32,18,28,37,0,14,24,105,69,60,97,107,100,96,155,77,42,15,9,0,0,774.0,23864.0,2018,06,019,005403,06019005403
"Census Tract 55.07, Fresno County, California",2188,857,835,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,191,170,463,0,0,0,0,1549.0,96759.0,2018,06,019,005507,06019005507
"Census Tract 56.05, Fresno County, California",520,64,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,22,0,0,0,1879.0,96458.0,2018,06,019,005605,06019005605
"Census Tract 67, Fresno County, California",2247,504,504,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,111,90,168,115,10,0,0,0,0,1061.0,51672.0,2018,06,019,006700,06019006700
"Census Tract 72.01, Fresno County, California",2800,979,889,0,0,13,0,40,14,0,4,0,0,0,0,44,125,15,83,106,257,169,19,0,0,0,0,1000.0,64570.0,2018,06,019,007201,06019007201
"Census Tract 72.02, Fresno County, California",1625,447,427,8,8,0,0,7,33,0,0,0,9,0,8,19,37,41,69,58,76,34,20,0,0,0,0,863.0,63234.0,2018,06,019,007202,06019007202
"Census Tract 75, Fresno County, California",1461,628,499,31,0,0,0,0,0,0,0,4,24,2,36,31,78,53,32,91,71,9,37,0,0,0,0,791.0,43036.0,2018,06,019,007500,06019007500
"Census Tract 55.15, Fresno County, California",606,108,108,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,14,29,36,0,0,0,5,1388.0,90167.0,2018,06,019,005515,06019005515
"Census Tract 53.01, Fresno County, California",1946,869,847,0,0,0,0,0,0,0,7,49,14,35,13,33,32,88,58,114,145,173,57,7,22,0,0,983.0,44138.0,2018,06,019,005301,06019005301
"Census Tract 54.07, Fresno County, California",1242,504,481,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,121,97,80,14,81,30,9,0,29,1008.0,68013.0,2018,06,019,005407,06019005407
"Census Tract 55.12, Fresno County, California",1714,620,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,125,100,276,36,7,0,0,1552.0,95625.0,2018,06,019,005512,06019005512
"Census Tract 56.02, Fresno County, California",2251,1629,1585,0,0,0,0,19,13,45,41,0,23,40,0,40,135,77,186,359,396,108,90,13,0,0,0,948.0,38337.0,2018,06,019,005602,06019005602
"Census Tract 57.01, Fresno County, California",1289,663,649,0,0,0,0,0,0,0,0,0,0,9,13,6,0,9,46,48,189,146,183,0,0,0,0,1258.0,43517.0,2018,06,019,005701,06019005701
"Census Tract 25.02, Fresno County, California",1168,1006,1006,0,0,0,0,7,48,18,25,121,40,40,101,74,95,92,10,56,268,11,0,0,0,0,0,715.0,18571.0,2018,06,019,002502,06019002502
"Census Tract 26.02, Fresno County, California",992,373,373,0,0,0,0,5,0,0,0,0,40,17,24,16,32,65,49,4,79,42,0,0,0,0,0,790.0,48000.0,2018,06,019,002602,06019002602
"Census Tract 39, Fresno County, California",1647,840,560,0,10,0,0,0,10,0,29,0,33,0,87,10,53,0,11,104,138,65,10,0,0,0,0,936.0,47125.0,2018,06,019,003900,06019003900
"Census Tract 58.02, Fresno County, California",1428,151,151,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,37,44,0,26,37,0,0,0,1179.0,124250.0,2018,06,019,005802,06019005802
"Census Tract 69, Fresno County, California",902,403,385,0,0,0,0,24,16,10,32,5,32,8,59,0,22,40,4,40,50,38,5,0,0,0,0,715.0,34107.0,2018,06,019,006900,06019006900
"Census Tract 74, Fresno County, California",1009,537,452,0,0,0,24,0,0,36,28,15,28,59,0,15,0,6,9,66,130,36,0,0,0,0,0,909.0,42019.0,2018,06,019,007400,06019007400
"Census Tract 77, Fresno County, California",1493,698,571,9,0,0,0,13,0,4,29,9,2,33,0,0,0,35,112,64,165,90,6,0,0,0,0,962.0,52055.0,2018,06,019,007700,06019007700
"Census Tract 20, Fresno County, California",1746,1186,1131,15,0,43,20,109,0,0,28,8,0,43,1,56,22,69,191,193,196,98,30,9,0,0,0,879.0,22428.0,2018,06,019,002000,06019002000
"Census Tract 43.02, Fresno County, California",2066,302,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,47,65,87,20,0,0,1838.0,90568.0,2018,06,019,004302,06019004302
"Census Tract 320.44, Orange County, California",1996,211,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,13,55,84,3359.0,183816.0,2018,06,059,032044,06059032044
"Census Tract 320.45, Orange County, California",991,124,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,25,8,11,32,2370.0,146607.0,2018,06,059,032045,06059032045
"Census Tract 320.46, Orange County, California",1876,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,96,54,3276.0,210300.0,2018,06,059,032046,06059032046
"Census Tract 320.48, Orange County, California",2244,236,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,13,30,82,49,0,2665.0,120000.0,2018,06,059,032048,06059032048
"Census Tract 228.03, San Francisco County, California",1580,957,905,0,0,7,0,0,0,0,0,0,0,20,0,18,44,0,0,0,114,74,137,226,112,69,84,2085.0,123000.0,2018,06,075,022803,06075022803
"Census Tract 320.53, Orange County, California",3127,806,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,244,346,67,71,15,2154.0,120103.0,2018,06,059,032053,06059032053
"Census Tract 421.08, Orange County, California",2562,2039,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,90,216,293,801,205,135,55,75,1689.0,69435.0,2018,06,059,042108,06059042108
"Census Tract 423.05, Orange County, California",1324,289,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,50,97,45,53,2786.0,165938.0,2018,06,059,042305,06059042305
"Census Tract 264.04, San Francisco County, California",701,315,293,0,0,0,4,5,7,6,0,0,0,0,0,21,5,35,0,0,14,72,73,20,5,11,15,1422.0,54805.0,2018,06,075,026404,06075026404
"Census Tract 306, San Francisco County, California",896,152,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,29,6,7,19,49,3197.0,172500.0,2018,06,075,030600,06075030600
"Census Tract 310, San Francisco County, California",1307,254,227,0,0,15,0,7,0,0,0,7,0,0,0,0,7,0,11,9,0,0,73,14,0,42,42,1894.0,153456.0,2018,06,075,031000,06075031000
"Census Tract 332.01, San Francisco County, California",620,620,608,0,0,0,0,20,0,0,34,0,0,0,0,0,0,0,0,5,87,105,147,121,53,36,0,1680.0,34706.0,2018,06,075,033201,06075033201
"Census Tract 111, San Francisco County, California",3144,2892,2818,0,0,0,0,93,0,0,20,0,28,96,0,97,0,31,116,153,314,329,471,271,375,294,130,1640.0,105561.0,2018,06,075,011100,06075011100
"Census Tract 117, San Francisco County, California",1019,937,937,0,0,0,0,54,43,0,44,0,106,58,19,25,54,15,11,37,66,50,169,108,28,0,50,1009.0,63958.0,2018,06,075,011700,06075011700
"Census Tract 3270, Contra Costa County, California",2867,972,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,108,345,118,16,0,0,1501.0,62648.0,2018,06,013,327000,06013327000
"Census Tract 3280, Contra Costa County, California",1387,1330,1301,0,0,0,0,33,0,27,0,33,73,17,26,8,43,0,47,71,177,124,234,222,131,35,0,1443.0,45403.0,2018,06,013,328000,06013328000
"Census Tract 3290, Contra Costa County, California",2176,787,787,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,64,0,24,172,284,66,137,0,0,1665.0,86076.0,2018,06,013,329000,06013329000
"Census Tract 3320, Contra Costa County, California",2948,764,748,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,47,20,0,146,332,85,79,22,0,1717.0,102593.0,2018,06,013,332000,06013332000
"Census Tract 3400.01, Contra Costa County, California",2403,1154,1138,0,0,0,0,19,0,0,0,0,0,0,0,0,33,17,76,0,144,150,284,252,43,110,10,1729.0,75705.0,2018,06,013,340001,06013340001
"Census Tract 3430.03, Contra Costa County, California",1438,179,179,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,20,51,62,0,22,0,1946.0,149808.0,2018,06,013,343003,06013343003
"Census Tract 3451.03, Contra Costa County, California",1728,319,289,0,0,0,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0,18,96,26,38,10,59,1940.0,136857.0,2018,06,013,345103,06013345103
"Census Tract 3451.05, Contra Costa County, California",2164,368,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,34,149,20,0,111,2378.0,140815.0,2018,06,013,345105,06013345105
"Census Tract 3451.08, Contra Costa County, California",3169,981,946,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,41,259,234,127,89,168,2310.0,125716.0,2018,06,013,345108,06013345108
"Census Tract 3462.01, Contra Costa County, California",2854,326,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,60,0,78,70,17,61,2465.0,169063.0,2018,06,013,346201,06013346201
"Census Tract 3480, Contra Costa County, California",1658,263,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,85,42,20,29,2359.0,207167.0,2018,06,013,348000,06013348000
"Census Tract 3553.04, Contra Costa County, California",3103,273,246,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,16,67,14,30,76,16,0,1964.0,144928.0,2018,06,013,355304,06013355304
"Census Tract 3560.02, Contra Costa County, California",1969,243,227,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,35,11,79,53,20,12,0,1820.0,144514.0,2018,06,013,356002,06013356002
"Census Tract 3592.04, Contra Costa County, California",1475,218,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,32,43,53,0,0,1859.0,112031.0,2018,06,013,359204,06013359204
"Census Tract 3650.02, Contra Costa County, California",1444,781,748,0,0,0,19,0,13,12,9,22,8,0,6,0,0,46,16,64,144,114,222,39,0,14,0,1283.0,50833.0,2018,06,013,365002,06013365002
"Census Tract 3660.02, Contra Costa County, California",1689,955,908,0,0,0,41,0,0,19,0,32,0,8,28,0,0,0,12,48,212,199,193,46,49,21,0,1318.0,55472.0,2018,06,013,366002,06013366002
"Census Tract 3672, Contra Costa County, California",1692,981,974,0,11,0,24,10,49,45,35,28,0,37,0,24,19,0,18,12,191,68,230,155,11,7,0,1229.0,55200.0,2018,06,013,367200,06013367200
"Census Tract 3690.01, Contra Costa County, California",2389,1671,1633,0,0,0,28,0,82,0,0,0,0,14,24,0,0,14,0,202,411,237,585,22,14,0,0,1294.0,40979.0,2018,06,013,369001,06013369001
"Census Tract 3730, Contra Costa County, California",1128,526,526,0,0,0,15,0,0,0,0,12,0,0,0,0,22,0,51,51,59,137,131,48,0,0,0,1347.0,52944.0,2018,06,013,373000,06013373000
"Census Tract 3770, Contra Costa County, California",2254,1382,1345,10,77,0,13,0,63,0,0,73,0,0,0,18,62,52,29,84,216,306,314,28,0,0,0,1222.0,37332.0,2018,06,013,377000,06013377000
"Census Tract 3852, Contra Costa County, California",505,133,123,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,32,0,0,15,36,15,14,2549.0,130438.0,2018,06,013,385200,06013385200
"Census Tract 3880, Contra Costa County, California",1092,533,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48,39,215,118,49,12,0,1835.0,93889.0,2018,06,013,388000,06013388000
"Census Tract 3910, Contra Costa County, California",1148,232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,21,27,9,73,33,25,2603.0,143750.0,2018,06,013,391000,06013391000
