NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2000,med_rent,med_hhinc,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 4012, Alameda County, California",1245,701,663,0,30,0,0,18,0,0,0,0,0,0,7,0,0,20,64,100,92,209,104,19,1251.0,62064.0,06,001,401200,2013,06001401200
"Census Tract 4013, Alameda County, California",1743,1530,1489,0,16,16,82,46,13,17,22,0,66,78,70,36,28,34,174,171,284,87,196,53,927.0,35030.0,06,001,401300,2013,06001401300
"Census Tract 4014, Alameda County, California",1447,1173,1155,0,48,0,29,35,19,8,0,0,0,19,57,71,49,97,174,105,257,90,47,50,884.0,28264.0,06,001,401400,2013,06001401400
"Census Tract 4015, Alameda County, California",992,543,527,0,18,0,23,11,0,0,45,9,51,0,37,60,27,96,0,5,20,45,47,33,718.0,38684.0,06,001,401500,2013,06001401500
"Census Tract 4016, Alameda County, California",707,567,563,0,0,20,6,0,0,15,15,0,0,0,18,22,51,28,3,33,201,28,78,45,1088.0,32663.0,06,001,401600,2013,06001401600
"Census Tract 4017, Alameda County, California",1083,685,685,8,0,0,29,29,0,0,0,0,0,0,19,0,83,29,86,0,101,42,198,61,1147.0,63052.0,06,001,401700,2013,06001401700
"Census Tract 4018, Alameda County, California",725,606,589,0,12,0,10,10,3,36,0,8,5,10,31,21,60,28,92,54,61,27,99,22,866.0,30449.0,06,001,401800,2013,06001401800
"Census Tract 4022, Alameda County, California",940,657,587,5,0,5,10,40,21,9,0,6,12,6,0,0,35,37,65,39,71,51,145,30,1012.0,36600.0,06,001,402200,2013,06001402200
"Census Tract 4024, Alameda County, California",1101,962,952,0,0,4,98,53,30,17,54,18,5,44,10,0,87,15,97,87,176,4,153,0,842.0,24818.0,06,001,402400,2013,06001402400
"Census Tract 4025, Alameda County, California",750,610,610,80,50,16,13,73,46,15,7,11,0,22,0,11,6,0,11,42,97,78,0,32,473.0,21974.0,06,001,402500,2013,06001402500
"Census Tract 4026, Alameda County, California",587,485,454,19,0,23,69,31,6,16,17,7,0,0,13,0,9,49,96,33,53,0,13,0,767.0,21250.0,06,001,402600,2013,06001402600
"Census Tract 4027, Alameda County, California",651,457,457,6,4,0,19,0,13,32,13,0,7,0,21,18,8,28,18,53,75,31,93,18,978.0,22875.0,06,001,402700,2013,06001402700
"Census Tract 4028, Alameda County, California",1882,1712,1704,14,0,17,59,219,36,31,103,154,68,54,7,81,42,94,70,61,89,131,285,89,711.0,19896.0,06,001,402800,2013,06001402800
"Census Tract 4029, Alameda County, California",784,784,767,0,0,15,29,80,26,13,37,19,0,32,49,12,31,55,75,86,162,46,0,0,787.0,23302.0,06,001,402900,2013,06001402900
"Census Tract 4030, Alameda County, California",1336,1058,994,0,0,0,264,94,39,41,85,56,51,0,10,33,22,8,17,18,91,63,87,15,435.0,16680.0,06,001,403000,2013,06001403000
"Census Tract 4031, Alameda County, California",625,434,419,0,0,0,5,34,40,17,27,5,27,5,15,5,13,0,42,17,0,21,55,91,839.0,55568.0,06,001,403100,2013,06001403100
"Census Tract 4033, Alameda County, California",2140,1617,1577,0,0,13,28,78,0,0,28,39,0,0,53,117,12,25,60,77,155,204,405,283,1377.0,55524.0,06,001,403300,2013,06001403300
"Census Tract 4034, Alameda County, California",2845,2538,2448,15,15,0,25,131,0,23,27,0,63,47,19,104,178,95,143,354,736,159,133,181,996.0,36153.0,06,001,403400,2013,06001403400
"Census Tract 4035.01, Alameda County, California",2342,2024,2007,0,0,0,120,140,17,0,46,23,15,0,50,81,24,101,104,404,297,173,232,180,970.0,41968.0,06,001,403501,2013,06001403501
"Census Tract 4035.02, Alameda County, California",1200,824,813,0,0,0,0,0,0,0,0,0,8,0,0,14,0,16,84,110,282,160,120,19,1155.0,63375.0,06,001,403502,2013,06001403502
"Census Tract 4036, Alameda County, California",2482,2048,2032,0,0,0,17,0,0,45,0,16,0,0,0,0,67,28,112,226,706,445,328,42,1179.0,62075.0,06,001,403600,2013,06001403600
"Census Tract 4037.01, Alameda County, California",1712,1576,1566,0,0,0,0,0,0,0,32,0,0,23,0,13,0,39,46,372,602,211,202,26,1107.0,57819.0,06,001,403701,2013,06001403701
"Census Tract 4037.02, Alameda County, California",1131,840,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,81,0,190,142,358,40,1470.0,74479.0,06,001,403702,2013,06001403702
"Census Tract 4038, Alameda County, California",1803,1179,1145,0,0,0,0,11,0,0,0,0,11,19,0,0,7,19,73,99,273,197,306,130,1327.0,76875.0,06,001,403800,2013,06001403800
"Census Tract 4039, Alameda County, California",2253,1514,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,92,184,469,289,205,226,1236.0,62813.0,06,001,403900,2013,06001403900
"Census Tract 4040, Alameda County, California",1607,1190,1141,0,0,8,0,0,0,0,0,0,0,0,39,0,0,18,42,148,409,279,120,78,1193.0,63712.0,06,001,404000,2013,06001404000
"Census Tract 4041.01, Alameda County, California",1620,953,953,0,10,0,0,0,0,0,0,0,0,0,0,14,0,64,46,116,223,163,175,142,1255.0,76667.0,06,001,404101,2013,06001404101
"Census Tract 4041.02, Alameda County, California",1597,1378,1378,0,0,0,21,106,0,20,48,54,52,0,0,0,16,34,116,56,338,145,140,232,1123.0,57199.0,06,001,404102,2013,06001404102
"Census Tract 4042, Alameda County, California",1343,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,58,97,143,1899.0,146406.0,06,001,404200,2013,06001404200
"Census Tract 4043, Alameda County, California",1332,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23,45,127,2001.0,173802.0,06,001,404300,2013,06001404300
"Census Tract 4044, Alameda County, California",2241,340,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,57,224,2001.0,128625.0,06,001,404400,2013,06001404400
"Census Tract 4045.01, Alameda County, California",681,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,32,52,2001.0,168750.0,06,001,404501,2013,06001404501
"Census Tract 4045.02, Alameda County, California",2390,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,85,137,2001.0,126719.0,06,001,404502,2013,06001404502
"Census Tract 4046, Alameda County, California",1830,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,22,72,2001.0,151410.0,06,001,404600,2013,06001404600
"Census Tract 4047, Alameda County, California",758,63,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,2001.0,138472.0,06,001,404700,2013,06001404700
"Census Tract 4048, Alameda County, California",1286,559,559,0,0,0,9,25,0,8,0,40,0,10,0,37,0,0,67,98,117,87,36,25,985.0,68864.0,06,001,404800,2013,06001404800
"Census Tract 4049, Alameda County, California",1998,781,770,0,0,0,10,16,36,0,25,0,0,22,0,0,22,0,51,58,166,239,40,85,1218.0,70397.0,06,001,404900,2013,06001404900
"Census Tract 4050, Alameda County, California",1523,568,544,0,0,0,5,9,9,0,17,0,0,0,10,12,0,0,41,0,90,50,245,56,1559.0,103750.0,06,001,405000,2013,06001405000
"Census Tract 4051, Alameda County, California",1513,191,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,70,22,45,1434.0,185039.0,06,001,405100,2013,06001405100
"Census Tract 4052, Alameda County, California",2358,1713,1693,0,0,0,0,13,0,0,0,9,9,8,0,0,9,39,92,152,382,412,447,121,1331.0,66625.0,06,001,405200,2013,06001405200
"Census Tract 4053.01, Alameda County, California",1470,1310,1310,0,0,0,0,0,0,0,0,10,20,0,10,30,20,42,75,176,390,301,198,38,1174.0,49777.0,06,001,405301,2013,06001405301
"Census Tract 4053.02, Alameda County, California",1523,1487,1474,0,0,6,54,164,22,0,7,0,54,16,35,16,98,118,244,185,112,5,142,196,860.0,33552.0,06,001,405302,2013,06001405302
"Census Tract 4054.01, Alameda County, California",1661,1480,1419,13,12,41,0,11,32,16,0,0,11,22,19,53,102,47,199,290,369,86,71,25,945.0,28813.0,06,001,405401,2013,06001405401
"Census Tract 4054.02, Alameda County, California",1054,897,892,0,0,0,0,0,28,16,25,0,44,16,6,49,47,73,115,132,162,90,66,23,920.0,26675.0,06,001,405402,2013,06001405402
"Census Tract 4055, Alameda County, California",1533,1222,1202,0,12,0,0,34,26,22,34,34,41,8,10,28,10,46,69,77,318,350,40,43,1118.0,34219.0,06,001,405500,2013,06001405500
"Census Tract 4056, Alameda County, California",1454,1134,1103,0,0,0,37,9,18,0,6,0,0,8,16,28,17,50,137,163,411,115,52,36,1038.0,45938.0,06,001,405600,2013,06001405600
"Census Tract 4057, Alameda County, California",1240,938,937,0,58,12,19,0,0,0,23,0,0,0,0,20,41,0,133,166,164,215,86,0,998.0,45523.0,06,001,405700,2013,06001405700
"Census Tract 4058, Alameda County, California",1338,759,724,0,18,0,0,19,0,15,0,11,0,40,0,13,21,0,25,167,157,92,95,51,1053.0,47891.0,06,001,405800,2013,06001405800
"Census Tract 4059.01, Alameda County, California",920,653,631,0,0,0,14,0,21,7,9,20,39,0,18,32,0,59,42,68,115,136,51,0,980.0,35787.0,06,001,405901,2013,06001405901
"Census Tract 4059.02, Alameda County, California",967,698,698,8,0,11,0,3,22,4,11,48,0,0,15,0,11,65,108,113,84,71,73,51,938.0,38080.0,06,001,405902,2013,06001405902
"Census Tract 4060, Alameda County, California",1448,1299,1257,0,0,0,37,129,0,23,30,99,0,54,11,82,56,0,76,108,212,98,200,42,929.0,19667.0,06,001,406000,2013,06001406000
"Census Tract 4061, Alameda County, California",1450,994,925,0,0,9,90,0,0,0,0,0,11,0,21,0,32,47,37,56,263,94,134,131,1152.0,60962.0,06,001,406100,2013,06001406100
"Census Tract 4062.01, Alameda County, California",1249,982,968,14,0,22,9,9,0,0,20,0,0,24,15,117,63,64,94,74,175,124,89,55,945.0,30325.0,06,001,406201,2013,06001406201
"Census Tract 4062.02, Alameda County, California",1216,1040,990,29,0,0,14,36,0,0,14,17,0,0,38,0,43,79,202,216,143,61,54,44,911.0,29145.0,06,001,406202,2013,06001406202
"Census Tract 4063, Alameda County, California",1236,771,771,0,0,39,0,29,8,9,27,22,0,8,0,88,11,49,99,58,204,30,44,46,896.0,41087.0,06,001,406300,2013,06001406300
"Census Tract 4064, Alameda County, California",695,402,391,0,6,6,4,4,10,0,0,0,0,8,0,0,0,0,32,31,57,44,79,110,1463.0,51133.0,06,001,406400,2013,06001406400
"Census Tract 4065, Alameda County, California",1797,1237,1229,0,13,10,0,10,7,22,18,0,9,0,7,42,28,77,95,151,404,140,158,38,1078.0,39746.0,06,001,406500,2013,06001406500
"Census Tract 4066.01, Alameda County, California",1710,1035,1035,0,0,0,0,0,12,32,0,18,13,14,13,5,42,12,70,16,323,297,152,16,1209.0,49792.0,06,001,406601,2013,06001406601
"Census Tract 4066.02, Alameda County, California",857,554,549,0,0,0,0,7,0,0,25,0,0,0,5,7,47,73,69,43,173,54,40,6,997.0,50341.0,06,001,406602,2013,06001406602
"Census Tract 4067, Alameda County, California",2177,660,635,0,0,0,38,0,29,30,0,15,0,13,0,0,0,37,96,18,97,93,116,53,1107.0,88137.0,06,001,406700,2013,06001406700
"Census Tract 4068, Alameda County, California",1336,429,418,0,0,28,0,0,0,0,0,10,0,0,0,7,0,10,0,67,85,70,127,14,1257.0,87308.0,06,001,406800,2013,06001406800
"Census Tract 4069, Alameda County, California",1484,653,630,0,0,0,0,0,20,0,57,0,0,0,0,0,0,19,46,18,178,143,74,75,1218.0,75625.0,06,001,406900,2013,06001406900
"Census Tract 4070, Alameda County, California",1858,983,977,0,0,0,0,0,21,0,0,0,0,42,22,56,56,34,92,127,290,128,90,19,1033.0,38438.0,06,001,407000,2013,06001407000
"Census Tract 4071.01, Alameda County, California",1005,783,745,0,0,0,0,44,7,29,0,33,0,0,0,0,0,37,172,53,264,40,52,14,995.0,29680.0,06,001,407101,2013,06001407101
"Census Tract 4071.02, Alameda County, California",1262,704,693,0,0,0,0,28,19,29,0,39,0,0,0,0,0,14,129,84,181,107,52,11,1006.0,42500.0,06,001,407102,2013,06001407102
"Census Tract 4072, Alameda County, California",1655,1285,1271,0,0,17,16,29,7,0,0,22,0,0,0,24,33,107,313,161,226,136,180,0,942.0,35947.0,06,001,407200,2013,06001407200
"Census Tract 4073, Alameda County, California",724,472,463,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,29,49,129,79,118,35,1252.0,56667.0,06,001,407300,2013,06001407300
"Census Tract 4074, Alameda County, California",1112,820,778,0,0,0,25,12,0,0,11,0,9,34,32,32,23,72,76,102,146,116,61,27,962.0,34135.0,06,001,407400,2013,06001407400
"Census Tract 4075, Alameda County, California",1211,912,874,9,0,9,123,0,48,0,26,26,25,28,7,32,0,42,66,150,159,77,29,18,894.0,20320.0,06,001,407500,2013,06001407500
"Census Tract 4076, Alameda County, California",1979,1004,945,0,38,0,0,0,47,29,5,35,0,0,49,34,15,80,111,80,109,152,110,51,937.0,53660.0,06,001,407600,2013,06001407600
"Census Tract 4077, Alameda County, California",1696,440,422,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,49,36,0,89,57,144,1472.0,71802.0,06,001,407700,2013,06001407700
"Census Tract 4078, Alameda County, California",739,213,184,0,0,0,0,0,0,9,0,0,0,32,0,8,9,0,0,5,45,0,28,48,1161.0,64464.0,06,001,407800,2013,06001407800
"Census Tract 4079, Alameda County, California",962,198,181,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,45,40,84,1919.0,83375.0,06,001,407900,2013,06001407900
"Census Tract 4080, Alameda County, California",1001,128,107,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,11,85,2001.0,128967.0,06,001,408000,2013,06001408000
"Census Tract 4081, Alameda County, California",2649,429,361,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,26,25,80,135,50,1517.0,100830.0,06,001,408100,2013,06001408100
"Census Tract 4082, Alameda County, California",1665,844,824,19,0,0,0,25,0,7,49,0,14,0,32,9,24,14,51,177,190,100,67,46,995.0,47468.0,06,001,408200,2013,06001408200
"Census Tract 4083, Alameda County, California",1776,598,558,0,0,6,10,11,35,30,0,0,0,9,0,0,0,0,78,8,116,108,111,36,1198.0,68452.0,06,001,408300,2013,06001408300
"Census Tract 4084, Alameda County, California",1091,693,613,0,0,0,11,35,8,9,32,0,0,9,0,0,20,33,30,41,72,89,224,0,1268.0,25429.0,06,001,408400,2013,06001408400
"Census Tract 4085, Alameda County, California",1526,998,998,0,0,0,0,0,0,0,24,0,32,0,15,40,24,0,153,39,242,184,173,72,1178.0,36716.0,06,001,408500,2013,06001408500
"Census Tract 4086, Alameda County, California",1717,1080,1072,0,0,0,46,67,0,0,21,53,51,54,21,17,69,23,42,61,177,195,146,29,1016.0,31133.0,06,001,408600,2013,06001408600
"Census Tract 4087, Alameda County, California",2169,1298,1298,0,0,0,0,0,0,0,0,0,0,0,20,28,77,27,167,25,439,113,374,28,1174.0,42664.0,06,001,408700,2013,06001408700
"Census Tract 4088, Alameda County, California",1888,1479,1473,19,26,29,83,102,30,52,70,116,47,55,24,12,15,43,158,110,236,117,123,6,809.0,23704.0,06,001,408800,2013,06001408800
"Census Tract 4089, Alameda County, California",1009,696,696,0,38,0,32,39,24,23,20,31,12,0,0,11,24,35,59,27,156,121,37,7,900.0,20907.0,06,001,408900,2013,06001408900
"Census Tract 4090, Alameda County, California",1061,557,508,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,4,46,153,141,88,56,1305.0,42210.0,06,001,409000,2013,06001409000
"Census Tract 4091, Alameda County, California",590,220,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,0,31,8,44,55,1238.0,46705.0,06,001,409100,2013,06001409100
"Census Tract 4092, Alameda County, California",875,464,459,0,0,0,0,0,0,14,0,0,18,0,7,11,36,6,49,20,137,86,75,0,1125.0,42563.0,06,001,409200,2013,06001409200
"Census Tract 4093, Alameda County, California",1474,858,851,0,0,34,0,0,10,11,0,0,5,0,29,27,24,39,78,87,283,109,115,0,1072.0,35204.0,06,001,409300,2013,06001409300
"Census Tract 4094, Alameda County, California",1087,671,637,0,0,0,0,29,0,0,0,0,0,0,0,0,26,20,68,60,191,78,122,43,1151.0,37161.0,06,001,409400,2013,06001409400
"Census Tract 4095, Alameda County, California",995,739,727,0,0,11,11,24,0,10,0,27,5,28,36,17,46,15,66,31,122,107,149,22,1075.0,37344.0,06,001,409500,2013,06001409500
"Census Tract 4096, Alameda County, California",1395,1016,1002,0,0,0,0,16,0,0,0,0,25,25,0,25,13,0,37,141,219,224,167,110,1250.0,34554.0,06,001,409600,2013,06001409600
"Census Tract 4097, Alameda County, California",1540,987,969,0,22,0,34,9,0,8,8,0,35,10,0,13,21,75,104,133,163,195,125,14,1019.0,34940.0,06,001,409700,2013,06001409700
"Census Tract 4098, Alameda County, California",1037,385,362,0,0,29,32,43,0,0,18,0,20,0,0,0,0,25,37,46,14,0,39,59,838.0,58608.0,06,001,409800,2013,06001409800
"Census Tract 4099, Alameda County, California",1328,144,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,95,0,31,1407.0,111731.0,06,001,409900,2013,06001409900
"Census Tract 4100, Alameda County, California",1178,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,9,3,1216.0,95833.0,06,001,410000,2013,06001410000
"Census Tract 4101, Alameda County, California",972,490,483,0,0,0,7,0,0,0,20,0,12,0,0,0,11,0,105,21,32,90,127,58,1343.0,36250.0,06,001,410100,2013,06001410100
"Census Tract 4102, Alameda County, California",1111,585,585,0,10,0,0,10,0,13,52,0,10,0,8,28,0,45,49,86,132,95,21,26,978.0,46745.0,06,001,410200,2013,06001410200
"Census Tract 4103, Alameda County, California",932,635,623,0,0,0,0,3,33,0,5,0,0,0,10,0,36,31,31,51,213,60,133,17,1131.0,35648.0,06,001,410300,2013,06001410300
"Census Tract 4104, Alameda County, California",1245,392,392,0,0,0,0,0,17,0,0,0,0,22,0,16,0,0,0,19,97,89,132,0,1320.0,60750.0,06,001,410400,2013,06001410400
"Census Tract 4105, Alameda County, California",1031,952,944,10,28,0,108,94,45,77,106,22,22,13,27,30,13,32,22,64,99,46,76,10,459.0,19401.0,06,001,410500,2013,06001410500
"Census Tract 4201, Alameda County, California",894,346,329,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,47,62,63,139,1798.0,100417.0,06,001,420100,2013,06001420100
"Census Tract 4202, Alameda County, California",1204,681,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,41,137,174,146,75,1358.0,81528.0,06,001,420200,2013,06001420200
"Census Tract 4203, Alameda County, California",1902,845,827,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,82,167,302,226,1690.0,86701.0,06,001,420300,2013,06001420300
"Census Tract 4204, Alameda County, California",1243,1243,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,241,986,8,1689.0,39971.0,06,001,420400,2013,06001420400
"Census Tract 4205, Alameda County, California",830,442,435,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,33,125,120,95,53,1355.0,71932.0,06,001,420500,2013,06001420500
"Census Tract 4206, Alameda County, California",1159,372,343,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,32,8,39,52,70,130,1704.0,107007.0,06,001,420600,2013,06001420600
"Census Tract 4211, Alameda County, California",854,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,2001.0,158750.0,06,001,421100,2013,06001421100
"Census Tract 4212, Alameda County, California",1485,189,150,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,31,27,9,4,69,1444.0,157109.0,06,001,421200,2013,06001421200
"Census Tract 4213, Alameda County, California",1696,347,326,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,27,102,84,96,1601.0,133611.0,06,001,421300,2013,06001421300
"Census Tract 4214, Alameda County, California",672,100,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,23,31,1750.0,137500.0,06,001,421400,2013,06001421400
"Census Tract 4215, Alameda County, California",1600,288,279,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,13,27,40,117,60,1660.0,142250.0,06,001,421500,2013,06001421500
"Census Tract 4216, Alameda County, California",1564,421,414,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,23,8,126,46,68,121,1402.0,119556.0,06,001,421600,2013,06001421600
"Census Tract 4217, Alameda County, California",1603,1024,1024,0,0,0,0,16,24,0,0,0,10,6,20,8,8,40,72,60,134,128,282,216,1473.0,71339.0,06,001,421700,2013,06001421700
"Census Tract 4218, Alameda County, California",905,238,223,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,3,25,61,12,52,58,1469.0,108750.0,06,001,421800,2013,06001421800
"Census Tract 4219, Alameda County, California",1708,593,529,0,0,0,0,12,0,0,0,0,0,0,26,36,16,0,16,11,88,126,57,141,1368.0,87905.0,06,001,421900,2013,06001421900
"Census Tract 4220, Alameda County, California",720,469,463,44,11,17,25,10,0,17,11,0,0,6,0,6,5,0,15,47,41,30,78,100,1107.0,54375.0,06,001,422000,2013,06001422000
"Census Tract 4221, Alameda County, California",1070,522,513,0,0,0,29,0,0,0,0,16,0,34,42,0,0,18,25,47,41,93,125,43,1262.0,53958.0,06,001,422100,2013,06001422100
"Census Tract 4222, Alameda County, California",1577,859,859,0,0,0,0,0,0,0,0,5,0,7,6,7,65,0,92,128,125,217,68,139,1239.0,60991.0,06,001,422200,2013,06001422200
"Census Tract 4223, Alameda County, California",1664,1068,1054,0,7,0,59,0,0,8,0,16,0,0,24,0,8,21,93,39,105,242,254,178,1402.0,51703.0,06,001,422300,2013,06001422300
"Census Tract 4224, Alameda County, California",2191,1961,1961,0,0,0,45,0,17,12,0,0,16,0,14,65,35,47,170,28,375,304,521,312,1379.0,45996.0,06,001,422400,2013,06001422400
"Census Tract 4225, Alameda County, California",1560,1253,1214,0,0,0,0,0,0,0,0,0,9,9,11,9,44,7,109,74,269,137,286,250,1370.0,41439.0,06,001,422500,2013,06001422500
"Census Tract 4226, Alameda County, California",15,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,06,001,422600,2013,06001422600
"Census Tract 4227, Alameda County, California",1006,859,813,0,0,0,0,0,0,0,0,0,26,51,4,0,45,7,17,27,144,191,138,163,1362.0,42500.0,06,001,422700,2013,06001422700
"Census Tract 4228, Alameda County, California",1354,1343,1318,0,0,0,0,29,0,0,0,8,8,39,18,28,83,16,78,103,383,333,114,78,1163.0,25211.0,06,001,422800,2013,06001422800
"Census Tract 4229, Alameda County, California",1877,1859,1859,35,0,0,16,33,0,0,0,0,12,14,48,36,65,56,86,90,386,168,343,471,1328.0,31274.0,06,001,422900,2013,06001422900
"Census Tract 4230, Alameda County, California",1954,1118,1118,0,0,0,84,1,0,0,0,14,0,0,28,25,58,22,59,24,194,202,276,131,1312.0,78243.0,06,001,423000,2013,06001423000
"Census Tract 4231, Alameda County, California",1893,1262,1201,0,0,45,64,77,81,28,0,0,38,48,44,0,21,20,55,92,121,94,225,148,986.0,44688.0,06,001,423100,2013,06001423100
"Census Tract 4232, Alameda County, California",1117,761,729,0,0,0,0,0,24,0,0,0,44,0,29,8,8,7,80,34,141,118,109,127,1231.0,76607.0,06,001,423200,2013,06001423200
"Census Tract 4233, Alameda County, California",1613,796,777,7,0,0,19,29,0,11,10,9,32,28,55,15,37,51,28,26,65,42,133,180,1121.0,65847.0,06,001,423300,2013,06001423300
"Census Tract 4234, Alameda County, California",2104,1313,1229,0,0,0,67,0,29,0,40,0,0,33,36,0,29,0,62,86,177,86,412,172,1411.0,46923.0,06,001,423400,2013,06001423400
"Census Tract 4235, Alameda County, California",1385,973,966,0,0,0,39,46,24,8,5,40,31,46,17,31,0,16,52,91,111,99,195,115,1083.0,47792.0,06,001,423500,2013,06001423500
"Census Tract 4236.01, Alameda County, California",1235,736,727,0,0,0,0,0,0,0,0,9,47,0,11,20,20,26,55,21,151,95,164,108,1259.0,68169.0,06,001,423601,2013,06001423601
"Census Tract 4236.02, Alameda County, California",2406,2121,2080,0,0,0,0,0,0,0,0,0,0,34,18,72,16,63,79,207,335,368,419,469,1397.0,24942.0,06,001,423602,2013,06001423602
"Census Tract 4237, Alameda County, California",1350,847,826,0,12,0,69,60,19,20,0,22,9,8,7,10,0,10,42,17,137,96,199,89,1197.0,54167.0,06,001,423700,2013,06001423700
"Census Tract 4238, Alameda County, California",1285,249,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,27,47,97,1926.0,138173.0,06,001,423800,2013,06001423800
"Census Tract 4239.01, Alameda County, California",869,498,487,0,0,0,6,0,0,0,0,0,7,29,54,18,29,15,88,26,88,51,32,44,897.0,52235.0,06,001,423901,2013,06001423901
"Census Tract 4239.02, Alameda County, California",672,476,445,0,0,0,0,0,0,6,0,0,0,0,0,17,5,14,51,6,74,76,138,58,1413.0,64541.0,06,001,423902,2013,06001423902
"Census Tract 4240.01, Alameda County, California",1450,1114,1077,0,0,0,60,19,36,0,16,16,0,0,52,50,56,0,23,103,164,156,227,99,1164.0,43777.0,06,001,424001,2013,06001424001
"Census Tract 4240.02, Alameda County, California",969,596,553,0,0,21,7,20,34,12,0,0,13,0,0,0,0,15,73,4,124,67,114,49,1156.0,37656.0,06,001,424002,2013,06001424002
"Census Tract 4251.01, Alameda County, California",1147,466,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,213,132,24,1421.0,68021.0,06,001,425101,2013,06001425101
"Census Tract 4251.02, Alameda County, California",1654,1201,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,38,109,472,474,1870.0,72750.0,06,001,425102,2013,06001425102
"Census Tract 4251.03, Alameda County, California",1277,816,793,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,22,98,204,248,187,1578.0,76365.0,06,001,425103,2013,06001425103
"Census Tract 4251.04, Alameda County, California",1812,1307,1283,0,0,0,0,27,0,0,0,59,41,0,22,13,74,26,14,87,94,321,205,300,1394.0,52965.0,06,001,425104,2013,06001425104
"Census Tract 4261, Alameda County, California",2018,135,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,14,13,67,2001.0,217000.0,06,001,426100,2013,06001426100
"Census Tract 4262, Alameda County, California",1604,296,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,32,67,121,1862.0,181204.0,06,001,426200,2013,06001426200
"Census Tract 4271, Alameda County, California",1357,439,383,0,0,0,0,0,0,0,0,23,0,0,10,0,0,7,28,13,53,62,51,136,1482.0,109009.0,06,001,427100,2013,06001427100
"Census Tract 4272, Alameda County, California",1613,1009,1004,0,0,0,0,0,0,10,28,11,0,10,39,0,9,14,0,93,229,325,148,88,1295.0,64408.0,06,001,427200,2013,06001427200
"Census Tract 4273, Alameda County, California",1788,992,953,5,0,30,35,9,0,21,30,28,0,0,50,8,0,57,85,0,233,60,141,161,1127.0,63971.0,06,001,427300,2013,06001427300
"Census Tract 4276, Alameda County, California",1722,1437,1429,59,7,24,54,6,0,5,21,23,0,19,0,0,6,0,57,41,294,380,409,24,1315.0,45000.0,06,001,427600,2013,06001427600
"Census Tract 4277, Alameda County, California",2251,1417,1417,0,0,0,0,0,0,0,0,0,0,0,17,39,0,0,119,98,309,368,331,136,1336.0,64330.0,06,001,427700,2013,06001427700
