NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2000,med_rent,med_hhinc,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 2146, Los Angeles County, California",1357,1033,1000,0,0,0,0,0,16,0,0,23,18,34,0,0,0,0,9,0,27,141,221,2021497585,2027.0,96875.0,06,037,214600,2018,06037214600
"Census Tract 2181.20, Los Angeles County, California",1377,1085,1066,9,0,0,11,23,0,0,11,15,16,0,119,0,100,28,80,45,230,90,207,591760,1083.0,37690.0,06,037,218120,2018,06037218120
"Census Tract 2185, Los Angeles County, California",977,650,635,0,0,0,0,0,11,14,0,0,9,0,26,23,24,34,70,33,131,98,93,63600,1140.0,42844.0,06,037,218500,2018,06037218500
"Census Tract 2212.10, Los Angeles County, California",884,641,624,0,0,0,0,16,0,9,0,0,15,9,34,7,22,13,61,41,216,51,90,281200,1098.0,44265.0,06,037,221210,2018,06037221210
"Census Tract 2213.02, Los Angeles County, California",1382,1237,1220,11,0,0,0,29,62,9,12,41,0,10,46,7,53,7,39,63,283,344,100,500540,1195.0,41385.0,06,037,221302,2018,06037221302
"Census Tract 2242, Los Angeles County, California",737,671,633,0,11,6,0,0,0,7,0,0,0,18,14,22,39,32,100,36,127,93,102,12014,1062.0,30579.0,06,037,224200,2018,06037224200
"Census Tract 4635, Los Angeles County, California",2611,1780,1780,0,0,0,0,9,15,0,0,0,13,0,0,43,21,14,13,50,262,250,520,-2147483648,1692.0,79977.0,06,037,463500,2018,06037463500
"Census Tract 4609, Los Angeles County, California",2026,840,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,153,190,213,17143230,1580.0,78229.0,06,037,460900,2018,06037460900
"Census Tract 4611, Los Angeles County, California",1779,887,830,0,0,0,0,0,0,0,8,0,0,0,0,0,0,31,43,0,107,170,288,14817018,1597.0,81208.0,06,037,461100,2018,06037461100
"Census Tract 4617, Los Angeles County, California",648,123,112,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,22,11,2726105,2222.0,127917.0,06,037,461700,2018,06037461700
"Census Tract 4801.01, Los Angeles County, California",1230,459,434,0,0,0,0,0,0,0,0,0,0,0,0,20,8,8,16,41,48,32,196,2812250,1612.0,68243.0,06,037,480101,2018,06037480101
"Census Tract 4808.02, Los Angeles County, California",1009,381,309,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,46,103,13,102,12000,1183.0,67724.0,06,037,480802,2018,06037480802
"Census Tract 5015.04, Los Angeles County, California",1510,1326,1304,0,0,0,13,109,12,0,6,46,0,22,20,54,27,0,87,154,355,149,170,277460,1072.0,35444.0,06,037,501504,2018,06037501504
"Census Tract 5016, Los Angeles County, California",2290,701,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49,191,214,84,840011,1320.0,112656.0,06,037,501600,2018,06037501600
"Census Tract 5302.03, Los Angeles County, California",1011,695,695,11,0,0,0,0,24,0,0,6,19,0,0,0,25,9,23,67,234,220,32,15901,1175.0,44924.0,06,037,530203,2018,06037530203
"Census Tract 5304, Los Angeles County, California",1186,735,721,9,9,0,0,53,8,10,24,39,9,65,29,12,25,27,31,99,84,61,71,292700,911.0,41964.0,06,037,530400,2018,06037530400
"Census Tract 5312.01, Los Angeles County, California",1258,866,857,0,0,0,0,0,0,0,0,0,8,21,0,52,76,66,49,58,281,84,133,80021,1088.0,43281.0,06,037,531201,2018,06037531201
"Census Tract 5312.02, Los Angeles County, California",1127,817,784,0,0,0,0,12,0,0,0,8,0,32,0,32,9,14,85,207,146,138,53,331500,997.0,47352.0,06,037,531202,2018,06037531202
"Census Tract 5318, Los Angeles County, California",1234,817,805,0,0,0,0,0,0,0,0,0,0,22,31,28,59,29,133,78,194,91,132,8000,1029.0,44911.0,06,037,531800,2018,06037531800
"Census Tract 5323.04, Los Angeles County, California",1081,689,658,0,0,0,0,67,17,0,8,9,0,0,0,75,36,10,41,35,189,57,97,17000,1041.0,42724.0,06,037,532304,2018,06037532304
"Census Tract 5326.06, Los Angeles County, California",1250,1033,1015,15,0,0,37,0,0,0,0,0,14,17,9,11,18,85,256,191,251,78,33,0,924.0,33090.0,06,037,532606,2018,06037532606
"Census Tract 5328, Los Angeles County, California",997,643,622,0,0,0,0,0,0,0,0,0,0,0,14,11,31,42,120,85,137,74,83,25000,1015.0,39549.0,06,037,532800,2018,06037532800
"Census Tract 5329, Los Angeles County, California",1676,1214,1175,0,11,0,0,0,0,0,5,6,0,34,8,93,42,46,189,173,199,182,178,9000,989.0,37866.0,06,037,532900,2018,06037532900
"Census Tract 6.02, Madera County, California",1322,802,771,0,0,0,0,12,85,0,30,0,13,18,19,29,74,0,114,162,133,60,8,14000,893.0,28080.0,06,039,000602,2018,06039000602
"Census Tract 5.03, Madera County, California",3112,933,835,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,197,267,127,192,190,1176.0,59267.0,06,039,000503,2018,06039000503
"Census Tract 5.06, Madera County, California",1616,263,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,84,63,51,21200,1298.0,64528.0,06,039,000506,2018,06039000506
"Census Tract 7, Madera County, California",4079,1455,1437,0,0,0,0,24,0,0,0,0,0,0,0,0,0,38,127,281,350,312,239,480180,1178.0,66086.0,06,039,000700,2018,06039000700
"Census Tract 8, Madera County, California",1923,1495,1469,24,0,0,0,93,32,0,0,48,55,38,56,151,132,60,216,224,208,117,15,0,821.0,26998.0,06,039,000800,2018,06039000800
"Census Tract 9, Madera County, California",2349,1469,1333,0,0,0,0,0,43,11,26,73,0,58,48,86,0,119,168,319,118,171,93,0,911.0,36672.0,06,039,000900,2018,06039000900
"Census Tract 5.02, Madera County, California",2965,1335,1335,40,41,0,0,0,0,29,59,7,0,18,0,19,66,72,105,133,435,222,89,0,1045.0,44190.0,06,039,000502,2018,06039000502
"Census Tract 5.08, Madera County, California",1803,371,296,0,0,0,0,0,18,0,16,6,14,0,11,6,0,0,61,42,12,72,8,23700,938.0,63244.0,06,039,000508,2018,06039000508
"Census Tract 1.03, Madera County, California",2204,562,468,0,0,15,0,0,18,0,0,19,0,0,0,18,0,152,0,72,16,99,14,450,917.0,54514.0,06,039,000103,2018,06039000103
"Census Tract 112, Mendocino County, California",1010,520,433,2,0,0,27,0,8,0,25,26,7,19,0,17,12,19,24,43,42,81,77,4,971.0,42292.0,06,045,011200,2018,06045011200
"Census Tract 115, Mendocino County, California",2282,1311,1288,0,0,0,0,117,18,0,0,0,61,14,9,52,15,10,84,107,315,156,291,241500,1125.0,47532.0,06,045,011500,2018,06045011500
"Census Tract 114, Mendocino County, California",1702,433,406,0,0,0,0,0,0,0,0,0,0,0,20,7,0,9,10,28,74,131,78,42700,1355.0,72065.0,06,045,011400,2018,06045011400
"Census Tract 106, Mendocino County, California",2740,844,804,0,0,0,15,0,0,0,0,0,0,11,0,0,0,53,38,80,229,61,291,130130,1224.0,47695.0,06,045,010600,2018,06045010600
"Census Tract 116, Mendocino County, California",2172,1480,1437,0,15,16,0,0,25,0,15,63,32,34,38,47,102,115,48,103,341,140,260,301300,1048.0,33750.0,06,045,011600,2018,06045011600
"Census Tract 118, Mendocino County, California",729,315,272,0,1,1,0,0,5,14,0,24,11,5,2,0,11,7,17,0,95,68,2,9000,1100.0,53897.0,06,045,011800,2018,06045011800
"Census Tract 117, Mendocino County, California",1381,355,270,0,0,0,0,1,1,0,25,1,1,0,0,0,2,16,30,0,71,40,13,340035,1204.0,72188.0,06,045,011700,2018,06045011700
"Census Tract 109, Mendocino County, California",1684,542,486,0,0,0,0,10,0,0,0,11,0,0,40,14,42,28,28,51,120,36,100,6000,1040.0,49951.0,06,045,010900,2018,06045010900
"Census Tract 107, Mendocino County, California",2542,1429,1315,2,2,12,15,102,52,13,18,78,17,11,17,60,0,18,162,76,240,224,182,14000,1003.0,36906.0,06,045,010700,2018,06045010700
"Census Tract 108.02, Mendocino County, California",749,306,269,0,0,0,0,0,7,0,0,0,0,0,0,0,11,31,8,25,28,94,55,100,1315.0,62793.0,06,045,010802,2018,06045010802
"Census Tract 113, Mendocino County, California",2119,1123,1080,0,0,0,86,42,12,0,85,0,28,22,0,0,17,10,74,88,215,212,163,100016,1088.0,39067.0,06,045,011300,2018,06045011300
"Census Tract 101, Mendocino County, California",984,290,233,0,0,0,17,0,21,3,32,18,0,0,9,12,0,22,20,5,44,29,1,0,760.0,38114.0,06,045,010100,2018,06045010100
"Census Tract 102, Mendocino County, California",1804,560,371,0,1,0,16,9,2,48,96,1,0,38,5,8,0,0,52,6,25,30,26,8000,566.0,39028.0,06,045,010200,2018,06045010200
"Census Tract 104, Mendocino County, California",1316,699,645,0,0,0,0,0,0,0,0,0,0,11,4,20,67,35,57,99,133,77,124,13500,1055.0,51061.0,06,045,010400,2018,06045010400
"Census Tract 108.01, Mendocino County, California",1949,540,474,0,3,0,9,7,4,7,3,27,5,19,0,5,4,2,23,53,94,99,72,3800,1176.0,59720.0,06,045,010801,2018,06045010801
"Census Tract 105, Mendocino County, California",1787,1148,1135,0,0,20,58,45,53,28,7,10,0,34,23,30,7,59,102,86,245,123,106,91008,1006.0,40145.0,06,045,010500,2018,06045010500
"Census Tract 103, Mendocino County, California",1672,469,383,0,0,0,0,0,10,0,0,10,10,39,20,0,0,26,43,11,54,108,52,0,1104.0,47365.0,06,045,010300,2018,06045010300
"Census Tract 1011, Santa Cruz County, California",2277,916,863,0,0,0,0,0,14,29,0,14,0,15,40,0,0,14,0,16,14,20,127,-2147483648,2256.0,97292.0,06,087,101100,2018,06087101100
"Census Tract 1203.02, Santa Cruz County, California",1064,322,311,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,18,48,129,5312370,1793.0,96591.0,06,087,120302,2018,06087120302
"Census Tract 1205, Santa Cruz County, California",2483,325,279,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,10,50,12,78,569529,1798.0,110515.0,06,087,120500,2018,06087120500
"Census Tract 1222.02, Santa Cruz County, California",921,113,113,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,1531035,2653.0,111417.0,06,087,122202,2018,06087122202
"Census Tract 1223, Santa Cruz County, California",1500,587,562,0,30,0,0,0,0,66,0,0,0,0,0,0,13,37,0,38,26,37,55,85797620,1809.0,93378.0,06,087,122300,2018,06087122300
"Census Tract 1002, Santa Cruz County, California",2604,1108,1075,0,0,0,0,40,0,0,36,0,0,0,0,0,0,22,0,76,114,186,244,201687810,1630.0,82615.0,06,087,100200,2018,06087100200
"Census Tract 2129, Los Angeles County, California",1549,1329,1304,0,0,7,21,10,10,28,8,4,0,10,10,9,18,75,107,83,403,261,215,25000,1156.0,43266.0,06,037,212900,2018,06037212900
"Census Tract 201.05, Placer County, California",542,164,158,0,0,0,0,0,12,0,0,0,0,13,11,0,0,0,12,16,0,24,46,24000,1406.0,56458.0,06,061,020105,2018,06061020105
"Census Tract 202, Placer County, California",2597,532,532,0,23,0,0,0,0,0,0,0,60,0,0,15,0,50,16,52,78,61,82,95000,1160.0,78625.0,06,061,020200,2018,06061020200
"Census Tract 206.01, Placer County, California",2744,196,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,318000,2444.0,128898.0,06,061,020601,2018,06061020601
"Census Tract 206.05, Placer County, California",2164,385,385,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,0,0,63,14,43,56761629,1820.0,132353.0,06,061,020605,2018,06061020605
"Census Tract 995.06, Orange County, California",499,293,276,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,45,66,53333825,2104.0,88661.0,06,059,099506,2018,06059099506
"Census Tract 524.28, Orange County, California",2217,311,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,50,6416500,2529.0,146005.0,06,059,052428,2018,06059052428
"Census Tract 525.14, Orange County, California",2117,993,993,0,0,0,17,0,44,0,0,0,0,0,0,0,0,0,0,0,58,50,211,-2147483648,2183.0,101636.0,06,059,052514,2018,06059052514
"Census Tract 993.06, Orange County, California",2665,1862,1847,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,14,51,190,188,737,-2147483648,1795.0,83150.0,06,059,099306,2018,06059099306
"Census Tract 994.02, Orange County, California",2132,1701,1654,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,59,70,237,424,579,2066000,1516.0,48864.0,06,059,099402,2018,06059099402
"Census Tract 994.07, Orange County, California",967,337,332,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0,6,0,13,72,117,1747187,1671.0,101094.0,06,059,099407,2018,06059099407
"Census Tract 996.02, Orange County, California",1123,432,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,85,165,6558021,1820.0,107991.0,06,059,099602,2018,06059099602
"Census Tract 997.01, Orange County, California",1779,1027,1002,0,0,0,9,0,0,0,6,79,13,0,43,0,0,0,0,56,110,267,238,1610020,1423.0,53869.0,06,059,099701,2018,06059099701
"Census Tract 998.03, Orange County, California",1790,1162,1101,0,0,8,22,108,8,0,28,14,18,8,0,0,0,0,68,167,200,207,99,657650,1127.0,33608.0,06,059,099803,2018,06059099803
"Census Tract 999.06, Orange County, California",1624,153,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,12,2122290,2298.0,123929.0,06,059,099906,2018,06059099906
"Census Tract 1100.04, Orange County, California",1692,217,217,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,52,15,468760,2332.0,106716.0,06,059,110004,2018,06059110004
"Census Tract 1100.08, Orange County, California",1726,380,367,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,26,8,110,13558158,2120.0,107656.0,06,059,110008,2018,06059110008
"Census Tract 1100.11, Orange County, California",1045,230,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,637100,2202.0,105550.0,06,059,110011,2018,06059110011
"Census Tract 1101.17, Orange County, California",2093,906,884,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,53,394,2041121070,1976.0,90093.0,06,059,110117,2018,06059110117
"Census Tract 1101.18, Orange County, California",745,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,182656.0,06,059,110118,2018,06059110118
"Census Tract 1102.02, Orange County, California",2176,1321,1284,0,0,0,0,56,0,15,0,0,0,0,0,0,0,0,0,0,159,360,536,13311014,1549.0,56949.0,06,059,110202,2018,06059110202
"Census Tract 1103.01, Orange County, California",2078,785,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,432,1184100,1738.0,90123.0,06,059,110301,2018,06059110301
"Census Tract 1103.03, Orange County, California",1425,486,477,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,56,182,8612680,1949.0,99688.0,06,059,110303,2018,06059110303
"Census Tract 1104.01, Orange County, California",1336,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,149,531200,1799.0,94559.0,06,059,110401,2018,06059110401
"Census Tract 1100.15, Orange County, California",1159,211,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52207621,3030.0,130685.0,06,059,110015,2018,06059110015
"Census Tract 1100.14, Orange County, California",1843,1683,1683,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,69,43,256,888,30079390,1762.0,62528.0,06,059,110014,2018,06059110014
"Census Tract 995.12, Orange County, California",1426,941,931,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,78,142,256,-2147483648,1948.0,101250.0,06,059,099512,2018,06059099512
"Census Tract 999.05, Orange County, California",1312,830,823,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,112,285,218,192000,1499.0,70694.0,06,059,099905,2018,06059099905
"Census Tract 1100.06, Orange County, California",1166,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,29,44413835,2634.0,124750.0,06,059,110006,2018,06059110006
"Census Tract 1101.04, Orange County, California",1851,775,748,0,23,0,0,39,10,45,0,0,0,0,10,0,0,12,0,18,59,170,226,8231185,1482.0,78194.0,06,059,110104,2018,06059110104
"Census Tract 1103.04, Orange County, California",1321,300,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,72,8279330,2280.0,105746.0,06,059,110304,2018,06059110304
"Census Tract 1106.07, Orange County, California",1308,639,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,107,280,7013170,1809.0,77276.0,06,059,110607,2018,06059110607
"Census Tract 994.05, Orange County, California",1617,643,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,343,13457200,1876.0,91250.0,06,059,099405,2018,06059099405
"Census Tract 994.06, Orange County, California",1724,736,736,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,20,186,258,98694245,1779.0,82833.0,06,059,099406,2018,06059099406
"Census Tract 994.12, Orange County, California",1885,771,745,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,67,339,18767310,1871.0,86473.0,06,059,099412,2018,06059099412
"Census Tract 995.02, Orange County, California",163,163,163,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,106,27495,1828.0,62639.0,06,059,099502,2018,06059099502
"Census Tract 995.09, Orange County, California",2266,68,40,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,13,0,0,,36071.0,06,059,099509,2018,06059099509
"Census Tract 995.14, Orange County, California",2159,236,206,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,70,2579,3020.0,120787.0,06,059,099514,2018,06059099514
"Census Tract 996.01, Orange County, California",2004,1291,1270,9,0,0,0,0,47,9,33,53,50,0,19,0,36,0,0,28,316,220,253,1712600,1290.0,51223.0,06,059,099601,2018,06059099601
"Census Tract 996.03, Orange County, California",2343,578,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,8,56,156,20863420,2076.0,104671.0,06,059,099603,2018,06059099603
"Census Tract 997.03, Orange County, California",2053,808,808,0,0,0,0,0,0,0,53,0,0,0,0,0,34,0,0,0,35,54,241,21894790,1973.0,83125.0,06,059,099703,2018,06059099703
"Census Tract 999.04, Orange County, California",1904,1301,1293,0,0,6,20,41,8,0,14,9,20,0,18,35,13,6,17,47,180,269,498,573500,1447.0,46375.0,06,059,099904,2018,06059099904
"Census Tract 1100.07, Orange County, California",1730,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,915857,3501.0,123750.0,06,059,110007,2018,06059110007
"Census Tract 53.03, Ventura County, California",3239,681,663,0,0,0,0,0,18,0,0,0,0,0,0,0,19,0,0,0,0,0,168,231856874,2274.0,109653.0,06,111,005303,2018,06111005303
"Census Tract 53.04, Ventura County, California",2824,835,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,403,24058490,1935.0,63250.0,06,111,005304,2018,06111005304
"Census Tract 28.21, Kern County, California",1552,490,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,59,162,66,162,8000,1263.0,79519.0,06,029,002821,2018,06029002821
"Census Tract 8, Kern County, California",1542,541,518,0,0,0,0,0,0,0,0,0,0,32,18,0,45,69,9,9,61,240,35,0,1267.0,54337.0,06,029,000800,2018,06029000800
"Census Tract 41.01, Kern County, California",1574,685,685,22,45,6,0,26,20,26,0,27,8,8,45,23,21,32,66,100,116,69,25,0,851.0,47500.0,06,029,004101,2018,06029004101
"Census Tract 56, Kern County, California",963,447,401,0,0,0,0,18,31,12,23,31,25,29,18,12,27,26,61,40,6,15,0,27000,703.0,48011.0,06,029,005600,2018,06029005600
"Census Tract 41.02, Kern County, California",1419,1066,1004,0,0,0,22,0,20,7,51,55,47,132,50,92,37,137,96,97,70,59,32,0,735.0,26698.0,06,029,004102,2018,06029004102
"Census Tract 30, Sacramento County, California",2768,1015,1015,0,0,0,0,0,0,0,0,0,19,0,14,0,0,15,0,81,409,242,207,110170,1231.0,62971.0,06,067,003000,2018,06067003000
"Census Tract 39, Sacramento County, California",1573,522,469,0,0,0,0,11,0,0,0,0,0,0,20,27,10,0,50,78,137,56,62,18000,1070.0,74464.0,06,067,003900,2018,06067003900
"Census Tract 40.12, Sacramento County, California",1382,500,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,142,213,900,1460.0,102083.0,06,067,004012,2018,06067004012
"Census Tract 877.01, Orange County, California",1703,861,852,0,0,0,19,11,28,13,19,0,11,0,0,0,0,0,28,24,227,163,205,564107,1321.0,66250.0,06,059,087701,2018,06059087701
"Census Tract 879.01, Orange County, California",1214,622,614,0,0,0,9,0,0,11,0,2,0,0,8,0,0,0,0,32,238,112,120,324370,1266.0,53618.0,06,059,087901,2018,06059087901
"Census Tract 883.01, Orange County, California",1764,786,753,0,0,0,0,0,0,0,0,0,22,0,0,0,9,0,25,78,228,140,123,3779120,1276.0,60625.0,06,059,088301,2018,06059088301
"Census Tract 5, Sacramento County, California",1748,1511,1446,0,0,25,47,57,33,76,9,0,21,8,51,35,30,52,175,144,325,221,109,20800,972.0,48906.0,06,067,000500,2018,06067000500
"Census Tract 8, Sacramento County, California",1097,1003,1003,0,0,8,0,42,0,9,9,0,9,0,0,8,0,23,8,24,276,146,226,1782908,1396.0,70029.0,06,067,000800,2018,06067000800
"Census Tract 13, Sacramento County, California",2077,1887,1877,0,0,0,15,0,0,0,0,0,0,0,30,42,51,165,386,243,518,218,171,191900,1003.0,53913.0,06,067,001300,2018,06067001300
"Census Tract 21, Sacramento County, California",1071,864,860,0,0,0,0,0,0,0,0,0,23,30,21,111,77,34,62,54,162,100,144,42000,1028.0,57031.0,06,067,002100,2018,06067002100
"Census Tract 31.01, Sacramento County, California",1196,456,424,0,0,0,0,0,15,0,0,0,0,0,23,0,0,0,0,75,127,123,61,0,1195.0,57256.0,06,067,003101,2018,06067003101
"Census Tract 1, Sacramento County, California",1731,538,486,0,0,0,0,0,0,0,0,0,0,15,8,7,44,38,28,44,73,50,111,68000,1202.0,100787.0,06,067,000100,2018,06067000100
"Census Tract 12, Sacramento County, California",2602,2303,2286,0,0,0,78,65,59,26,64,44,38,150,16,78,188,137,353,148,254,198,229,11728160,857.0,45184.0,06,067,001200,2018,06067001200
"Census Tract 17, Sacramento County, California",2551,961,927,0,23,0,0,238,0,81,83,0,22,0,0,18,16,39,24,41,63,105,162,1200,696.0,59120.0,06,067,001700,2018,06067001700
"Census Tract 19, Sacramento County, California",1652,1307,1300,0,0,0,17,0,0,0,20,7,8,10,18,35,54,109,175,172,331,139,148,471000,1019.0,55650.0,06,067,001900,2018,06067001900
"Census Tract 24, Sacramento County, California",2011,583,560,0,0,0,0,0,0,0,38,0,0,0,13,0,25,26,51,115,15,81,113,335000,1200.0,132689.0,06,067,002400,2018,06067002400
"Census Tract 32.02, Sacramento County, California",1658,946,905,0,0,0,8,56,0,7,0,0,45,8,9,35,50,29,172,134,219,102,31,0,925.0,33947.0,06,067,003202,2018,06067003202
"Census Tract 16, Monterey County, California",902,325,325,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,6,18,77,51,86,58830,1463.0,73936.0,06,053,001600,2018,06053001600
"Census Tract 102.02, Monterey County, California",1273,338,328,0,0,0,0,0,0,0,35,0,0,13,0,8,0,0,17,10,58,26,95,410250,1471.0,82350.0,06,053,010202,2018,06053010202
"Census Tract 106.03, Monterey County, California",2049,589,589,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,14,0,93,133,152,176400,1623.0,95164.0,06,053,010603,2018,06053010603
"Census Tract 1.04, Monterey County, California",938,220,214,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,0,98,65250,1821.0,94167.0,06,053,000104,2018,06053000104
"Census Tract 106.04, Monterey County, California",1314,316,316,0,0,0,16,43,22,21,9,0,0,0,0,9,31,0,16,20,0,6,38,78700,844.0,77857.0,06,053,010604,2018,06053010604
"Census Tract 124.01, Monterey County, California",941,543,543,0,0,0,0,12,0,0,0,0,0,7,6,0,14,0,32,18,42,89,160,11630611,1661.0,62802.0,06,053,012401,2018,06053012401
"Census Tract 143.01, Monterey County, California",1433,736,723,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,35,224,180,111,558800,1351.0,75855.0,06,053,014301,2018,06053014301
"Census Tract 2, Monterey County, California",1753,719,719,0,0,0,8,0,6,8,20,0,0,0,8,0,0,22,0,28,84,53,354,814700,1673.0,70123.0,06,053,000200,2018,06053000200
"Census Tract 12, Monterey County, California",1085,466,437,14,0,0,0,0,0,0,0,0,0,0,0,16,0,0,64,45,77,39,102,72800,1266.0,82868.0,06,053,001200,2018,06053001200
"Census Tract 104, Monterey County, California",1524,996,996,0,0,0,0,0,0,0,0,0,0,15,21,14,26,42,126,122,265,215,139,1100,1125.0,52846.0,06,053,010400,2018,06053010400
"Census Tract 1.01, Monterey County, California",521,112,93,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,17,5,27,13,20,0,1125.0,80369.0,06,053,000101,2018,06053000101
"Census Tract 4, Monterey County, California",2428,1791,1743,0,0,52,0,53,50,66,0,47,0,15,0,12,36,41,92,52,336,395,430,66000,1262.0,48886.0,06,053,000400,2018,06053000400
"Census Tract 106.06, Monterey County, California",1612,640,625,4,0,0,12,8,0,46,0,11,0,28,0,0,26,10,35,0,235,64,69,631310,1141.0,76071.0,06,053,010606,2018,06053010606
"Census Tract 124.02, Monterey County, California",1282,656,627,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,18,119,118,185,66453125,1604.0,89076.0,06,053,012402,2018,06053012402
"Census Tract 128, Monterey County, California",2270,496,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,54,15,29,179787825,2313.0,115652.0,06,053,012800,2018,06053012800
"Census Tract 130, Monterey County, California",1802,1444,1406,0,0,0,0,0,9,11,0,36,0,10,0,0,0,0,8,8,141,303,527,237283949,1668.0,64525.0,06,053,013000,2018,06053013000
"Census Tract 141.02, Monterey County, California",860,773,719,0,0,8,0,0,17,0,0,0,0,0,0,0,0,25,37,46,113,93,213,167000,1548.0,63056.0,06,053,014102,2018,06053014102
"Census Tract 3, Monterey County, California",1312,477,436,0,0,0,0,0,0,0,0,0,8,21,0,0,0,0,0,5,153,204,37,8000,1288.0,56875.0,06,053,000300,2018,06053000300
"Census Tract 6, Monterey County, California",1466,1049,1006,0,0,0,0,0,0,6,0,0,0,0,0,0,19,14,78,97,281,151,273,751200,1263.0,47179.0,06,053,000600,2018,06053000600
"Census Tract 13, Monterey County, California",921,866,858,0,0,0,14,72,44,11,25,34,48,26,13,18,11,43,75,93,136,89,77,24050,893.0,25828.0,06,053,001300,2018,06053001300
"Census Tract 119, Monterey County, California",1675,238,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,106211426,3112.0,132604.0,06,053,011900,2018,06053011900
"Census Tract 120, Monterey County, California",1540,804,779,0,0,0,0,9,12,0,9,0,11,0,0,0,0,0,21,0,141,168,208,87323942,1544.0,85429.0,06,053,012000,2018,06053012000
"Census Tract 131, Monterey County, California",590,590,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,24,14,0,-2147483648,3177.0,88529.0,06,053,013100,2018,06053013100
"Census Tract 9, Monterey County, California",1223,869,869,0,0,0,0,0,0,0,0,0,0,0,27,0,0,39,45,57,456,83,128,34000,1146.0,36278.0,06,053,000900,2018,06053000900
