APN_old,APN,address,project_name,jurisdiction_id,unit,tenure,date_submit,vli_dr,vli_ndr,li_dr,li_ndr,mi_dr,mi_ndr,ami,proposed,approved,disapproved,SB35,notes
,5843008,900 ELLSWORTH ST,,2018-016226PRL,5+,R,2018-11-27,0,0,0,0,0,0,8,8,8,0,No,
,0505015,1671 LOMBARD ST,,2018-007399PRJ,ADU,R,2018-01-17,0,0,0,0,0,7,0,7,7,0,No,
,0576011,1856 PACIFIC AV,,2018-001265PRJ,ADU,R,2018-01-12,0,0,0,0,0,7,0,7,7,0,No,
,0665005,1523 FRANKLIN ST,,2015-015129PRJ,5+,R,2018-05-24,0,0,0,0,0,0,7,7,7,0,No,
,1036038,3641 CALIFORNIA ST,,2018-007764PRJ,5+,R,2018-09-10,0,0,0,0,0,0,7,7,7,0,No,
,4167013,1395 22ND ST,,2011.0671,5+,R,2018-12-17,0,0,0,0,0,0,7,7,7,0,No,
,0299009,780 POST ST,,2018-008410PRJ,ADU,R,2018-06-11,0,0,0,0,0,6,0,6,6,0,No,
,0493015,1990 LOMBARD ST,,2018-006115PRJ,5+,R,2018-03-27,0,0,0,0,0,0,6,6,6,0,No,
,0225001,757 GRANT AV,,2018-005616PRJ,5+,R,2018-07-19,0,0,0,0,0,0,6,6,6,0,No,
,0640004,1801 GOUGH ST,,2018-003539PRJ,ADU,R,2018-03-08,0,0,0,0,0,5,0,5,5,0,No,
,3640025,2779 FOLSOM ST,,2018-003324PRJ,5+,R,2018-04-04,0,0,0,0,0,0,5,5,5,0,No,
,4142001,900 POTRERO AV,,2018-003530PRJ,ADU,R,2018-02-22,0,0,0,0,0,5,0,5,5,0,No,
,1159004,709 LYON ST,,2018-006172PRJ,5+,R,2018-04-23,0,0,0,0,0,0,5,5,5,0,No,
,0544006,1776 GREEN ST,,2018-011430PRJ,5+,R,2018-08-01,0,0,0,0,0,0,5,5,5,0,No,
,0442A001,1801 BEACH ST,,2016-011421PRJ,ADU,R,2018-08-14,0,0,0,0,0,5,0,5,5,0,No,
,1706071,4326 IRVING ST,,2018-015717PRJ,ADU,R,2018-11-16,0,0,0,0,0,5,0,5,5,0,No,
,0186013,1720 LARKIN ST,,2018-008323PRJ,5+,R,2018-05-30,0,0,0,0,0,0,5,5,5,0,No,
,3567042,3231 16TH ST,,2018-011065PRJ,5+,R,2018-08-07,0,0,0,0,0,0,5,5,5,0,No,
,1703017,1295 47TH AV,,2018-007483PRJ,ADU,R,2018-05-11,0,0,0,0,0,4,0,4,4,0,No,
,3147030,4534 MISSION ST,,2018-001801PRJ,ADU,R,2018-02-01,0,0,0,0,0,4,0,4,4,0,No,
,0181004,1351 MASON ST,,2018-002665PRJ,ADU,R,2018-02-09,0,0,0,0,0,4,0,4,4,0,No,
,0145018,65 FRESNO ST,,2018-008516PRJ,2 to 4,O,2018-06-07,0,0,0,0,0,0,4,4,4,0,No,
,3542028,101 SANCHEZ ST,,2018-009716PRJ,ADU,R,2018-07-13,0,0,0,0,0,4,0,4,4,0,No,
,0672004,1440 SUTTER ST,,2018-004005PRJ,ADU,R,2018-01-30,0,0,0,0,0,4,0,4,4,0,No,
,3731113,31 HARRIET ST,,2018-001698PRJ,ADU,R,2018-01-30,0,0,0,0,0,4,0,4,4,0,No,
,1212022,2175 HAYES ST,,2018-009157PRJ,2 to 4,O,2018-06-28,0,0,0,0,0,0,4,4,4,0,No,
,0051010,71 WATER ST,,2017-001515PRJ,ADU,R,2018-01-10,0,0,0,0,0,4,0,4,4,0,No,
,0321038,725 OFARRELL ST,,2018-011600PRJ,ADU,R,2018-07-19,0,0,0,0,0,4,0,4,4,0,No,
,1474021,464 43RD AV,,2018-012896PRJ,ADU,R,2018-09-20,0,0,0,0,0,4,0,4,4,0,No,
,0648001,1801 CALIFORNIA ST,,2018-010040PRJ,ADU,R,2018-11-20,0,0,0,0,0,4,0,4,4,0,No,
,1362014,4005 CALIFORNIA ST,,2018-010945PRJ,ADU,R,2018-10-26,0,0,0,0,0,4,0,4,4,0,No,
,0194032,627 JACKSON ST,,2018-009025PRL,5+,R,2018-04-16,0,0,0,0,0,0,4,4,4,0,No,
,0496016A,1555 CHESTNUT ST,,2018-007638PRJ,ADU,R,2018-05-03,0,0,0,0,0,3,0,3,3,0,No,
,1000026,3099 WASHINGTON ST,,2018-007986PRJ,ADU,R,2018-05-03,0,0,0,0,0,3,0,3,3,0,No,
,3583016,4000 19TH ST,,2018-005797PRJ,ADU,R,2018-03-30,0,0,0,0,0,3,0,3,3,0,No,
,1007024,3245 CLAY ST,,2018-008900PRJ,ADU,R,2018-06-12,0,0,0,0,0,3,0,3,3,0,No,
,0149019,1616 TAYLOR ST,,2018-003610PRJ,5+,R,2018-03-13,0,0,0,0,0,0,3,3,3,0,No,
,0336014,550 LARKIN ST,,2018-006276PRJ,ADU,R,2018-04-16,0,0,0,0,0,3,0,3,3,0,No,
,3605051A,390 LIBERTY ST,,2018-006609PRJ,ADU,R,2018-04-05,0,0,0,0,0,3,0,3,3,0,No,
,0091022,2016 TAYLOR ST,,2018-006839PRJ,ADU,R,2018-04-26,0,0,0,0,0,3,0,3,3,0,No,
,0524015A,1380 FILBERT ST,,2018-009354PRJ,ADU,R,2018-06-26,0,0,0,0,0,3,0,3,3,0,No,
,3775059,108 SOUTH PARK *,,2018-008840PRJ,2 to 4,O,2018-05-25,0,0,0,0,0,0,3,3,3,0,No,
,7099010,5690 MISSION ST,,2018-011033PRJ,2 to 4,O,2018-07-30,0,0,0,0,0,0,3,3,3,0,No,
,1074001,2601 SUTTER ST,,2018-014021PRJ,2 to 4,O,2018-10-03,0,0,0,0,0,0,3,3,3,0,No,
,2649011,68 DIAMOND ST,,2018-013744PRJ,ADU,R,2018-10-10,0,0,0,0,0,3,0,3,3,0,No,
,0858019,393 HAIGHT ST,,2018-016815PRJ,ADU,R,2018-12-13,0,0,0,0,0,3,0,3,3,0,No,
,6531006,1424 VALENCIA ST,,2018-012292PRJ,ADU,R,2018-09-26,0,0,0,0,0,3,0,3,3,0,No,
,1202001A,651 SCOTT ST,,2016-010367PRJ,5+,R,2018-11-20,0,0,0,0,0,0,3,3,3,0,No,
,1009012,3454 SACRAMENTO ST,,2018-016683PRJ,5+,R,2018-11-19,0,0,0,0,0,0,3,3,3,0,No,
,6472093,5875 MISSION ST,,2019-000117PRJ,2 to 4,O,2018-11-29,0,0,0,0,0,0,3,3,3,0,No,
,3613030,2985 21ST ST,,2016-002874PRJ,2 to 4,O,2018-03-07,0,0,0,0,0,0,3,3,3,0,No,
,3613030,2985 21ST ST,,2016-002874PRJ,2 to 4,O,2018-03-07,0,0,0,0,0,0,3,3,3,0,No,
,2831013,4152 24TH ST,,2016-004355PRJ,2 to 4,O,2018-09-11,0,0,0,0,0,0,3,3,3,0,No,
,3730290,280 07TH ST,,2016-004946PRJ,2 to 4,O,2018-09-20,0,0,0,0,0,0,3,3,3,0,No,
,1081019,2478 GEARY BL,,2016-006164PRJ,2 to 4,O,2018-05-08,0,0,0,0,0,0,3,3,3,0,No,
,6514024,221 SAN JOSE AV,,2018-003086PRJ,ADU,R,2018-05-22,0,0,0,0,0,3,0,3,3,0,No,
,7504024,36 AMBER DR,,2018-006260PRJ,2 to 4,O,2018-12-19,0,0,0,0,0,0,3,3,3,0,No,
,7504024,36 AMBER DR,,2018-006260PRJ,2 to 4,O,2018-12-19,0,0,0,0,0,0,3,3,3,0,No,
,7504024,36 AMBER DR,,2018-006260PRJ,2 to 4,O,2018-12-19,0,0,0,0,0,0,3,3,3,0,No,
,5668018,237 CORTLAND AV,,2018-008362PRJ,2 to 4,O,2018-06-07,0,0,0,0,0,0,3,3,3,0,No,
,1204032,1359 HAYES ST,,2018-009103PRJ,ADU,R,2018-05-17,0,0,0,0,0,3,0,3,3,0,No,
,1435007,349 03RD AV,,2018-010465PRJ,2 to 4,O,2018-07-30,0,0,0,0,0,0,3,3,3,0,No,
,2353010,1420 TARAVAL ST,,2018-011904PRJ,2 to 4,O,2018-08-08,0,0,0,0,0,0,3,3,3,0,No,
,6941006,271 GRANADA AV,,2018-013139PRJ,2 to 4,O,2018-08-23,0,0,0,0,0,0,3,3,3,0,No,
,4788001,1301 REVERE AV,,2018-007233PRJ,2 to 4,O,2018-01-16,0,0,0,0,0,0,2,2,2,0,No,
,3727086,611 MINNA ST,,2018-009426PRJ,ADU,R,2018-06-15,0,0,0,0,0,2,0,2,2,0,No,
,1370027,180 11TH AV,,2018-007451PRJ,ADU,R,2018-05-14,0,0,0,0,0,2,0,2,2,0,No,
,0621019,1637 CLAY ST,,2018-008061PRJ,ADU,R,2018-05-24,0,0,0,0,0,2,0,2,2,0,No,
,3755113,182 LANGTON ST,,2018-001227PRJ,ADU,R,2018-04-02,0,0,0,0,0,2,0,2,2,0,No,
,0535007,2348 UNION ST,,2017-007518PRJ,ADU,R,2018-02-06,0,0,0,0,0,2,0,2,2,0,No,
,3610049,3421 20TH ST,,2018-004775PRJ,ADU,R,2018-03-29,0,0,0,0,0,2,0,2,2,0,No,
,4158064,2119 22ND ST,,2018-009949PRJ,2 to 4,O,2018-05-24,0,0,0,0,0,0,2,2,2,0,No,
,1199024,460 LYON ST,,2018-008037PRJ,ADU,R,2018-05-31,0,0,0,0,0,2,0,2,2,0,No,
,0335018,677 ELLIS ST,,2018-007848PRJ,ADU,R,2018-05-01,0,0,0,0,0,2,0,2,2,0,No,
,1161016,2547 TURK BL,,2018-007465PRJ,2 to 4,O,2018-05-21,0,0,0,0,0,0,2,2,2,0,No,
,4787012A,1290 SHAFTER AV,,2018-008185PRJ,ADU,R,2018-05-22,0,0,0,0,0,2,0,2,2,0,No,
,0463A032,33 CAPRA WY,,2018-001940PRJ,2 to 4,O,2018-06-01,0,0,0,0,0,0,2,2,2,0,No,
,4757014,1187 PALOU AV,,2018-008183PRJ,ADU,R,2018-05-22,0,0,0,0,0,2,0,2,2,0,No,
,5462010,38 CARR ST,,2018-007778PRJ,ADU,R,2018-05-22,0,0,0,0,0,2,0,2,2,0,No,
,4791025,1395 SHAFTER AV,,2018-008186PRJ,ADU,R,2018-05-22,0,0,0,0,0,2,0,2,2,0,No,
,2696007,654 CASTRO ST,,2018-003090PRJ,ADU,R,2018-02-21,0,0,0,0,0,2,0,2,2,0,No,
,1202006,1220 HAYES ST,,2018-003089PRJ,ADU,R,2018-01-16,0,0,0,0,0,2,0,2,2,0,No,
,2358012,2395 29TH AV,,2018-003064PRJ,ADU,R,2018-02-22,0,0,0,0,0,2,0,2,2,0,No,
,1190001A,43 COLE ST,,2018-001711PRJ,ADU,R,2018-01-25,0,0,0,0,0,2,0,2,2,0,No,
,1082003,20 LEONA TR,,2018-008447PRJ,ADU,R,2018-03-19,0,0,0,0,0,2,0,2,2,0,No,
,2052A023,1800 16TH AV,,2018-006024PRJ,ADU,R,2018-04-11,0,0,0,0,0,2,0,2,2,0,No,
,0050011,28 HOUSTON ST,,2018-010351PRJ,2 to 4,O,2018-07-26,0,0,0,0,0,0,2,2,2,0,No,
,1155001,945 SCOTT ST,,2018-000872PRJ,2 to 4,O,2018-01-04,0,0,0,0,0,0,2,2,2,0,No,
,1272011,144 PARNASSUS AV,,2018-002983PRJ,ADU,R,2018-02-08,0,0,0,0,0,2,0,2,2,0,No,
,3576066,30 SYCAMORE ST,,2018-001919PRJ,ADU,R,2018-02-01,0,0,0,0,0,2,0,2,2,0,No,
,0226004,625 KEARNY ST,,2018-008271PRJ,2 to 4,O,2018-05-24,0,0,0,0,0,0,2,2,2,0,No,
,6520002,2816 FOLSOM ST,,2018-002667PRJ,ADU,R,2018-02-12,0,0,0,0,0,2,0,2,2,0,No,
,3610013,3124 21ST ST,,2018-002343PRJ,ADU,R,2018-01-22,0,0,0,0,0,2,0,2,2,0,No,
,0844036,748 PAGE ST,,2018-008295PRJ,ADU,R,2018-05-10,0,0,0,0,0,2,0,2,2,0,No,
,3555034,307 GUERRERO ST,,2018-009208PRJ,ADU,R,2018-06-29,0,0,0,0,0,2,0,2,2,0,No,
,0280008,930 SUTTER ST,,2018-009206PRJ,ADU,R,2018-06-29,0,0,0,0,0,2,0,2,2,0,No,
,3549034,359 SOUTH VAN NESS AV,,2018-006184PRJ,5+,R,2018-04-12,0,0,0,0,0,0,2,2,2,0,No,
,6521032,2847 FOLSOM ST,,2018-005376PRJ,ADU,R,2018-04-05,0,0,0,0,0,2,0,2,2,0,No,
,5802036,3933 MISSION ST,,2018-003947PRJ,ADU,R,2018-03-13,0,0,0,0,0,2,0,2,2,0,No,
,1157006A,1712 MCALLISTER ST,,2018-001150PRJ,ADU,R,2018-01-09,0,0,0,0,0,2,0,2,2,0,No,
,1185020,1690 GROVE ST,,2018-001433PRJ,ADU,R,2018-01-11,0,0,0,0,0,2,0,2,2,0,No,
,6509003,1226 CHURCH ST,,2018-003687PRJ,ADU,R,2018-03-12,0,0,0,0,0,2,0,2,2,0,No,
,1222025,1000 MASONIC AV,,2018-003972PRJ,ADU,R,2018-03-16,0,0,0,0,0,2,0,2,2,0,No,
,1153007A,1720 GOLDEN GATE AV,,2018-006705PRJ,ADU,R,2018-05-03,0,0,0,0,0,2,0,2,2,0,No,
,1378004,129 18TH AV,,2018-006391PRJ,ADU,R,2018-04-27,0,0,0,0,0,2,0,2,2,0,No,
,1074016,2562 POST ST,,2018-009955PRJ,ADU,R,2018-06-28,0,0,0,0,0,2,0,2,2,0,No,
,1189002D,2000 GROVE ST,,2018-007006PRJ,ADU,R,2018-05-09,0,0,0,0,0,2,0,2,2,0,No,
,1363007,125 03RD AV,,2018-003824PRJ,ADU,R,2018-02-28,0,0,0,0,0,2,0,2,2,0,No,
,1231020,544 CLAYTON ST,,2018-006951PRJ,ADU,R,2018-05-01,0,0,0,0,0,2,0,2,2,0,No,
,5457038,2845 SAN BRUNO AV,,2018-004511PRJ,ADU,R,2018-03-27,0,0,0,0,0,2,0,2,2,0,No,
,0524009,2407 LARKIN ST,,2018-006846PRJ,ADU,R,2018-05-02,0,0,0,0,0,2,0,2,2,0,No,
,0634015,2002 PIERCE ST,,2018-004007PRJ,ADU,R,2018-03-20,0,0,0,0,0,2,0,2,2,0,No,
,1157009,1780 MCALLISTER ST,,2018-004126PRJ,ADU,R,2018-03-13,0,0,0,0,0,2,0,2,2,0,No,
,1583046,600 41ST AV,,2018-004235PRJ,ADU,R,2018-03-23,0,0,0,0,0,2,0,2,2,0,No,
,1610023,754 35TH AV,,2018-007204PRJ,2 to 4,O,2018-05-15,0,0,0,0,0,0,2,2,2,0,No,
,2717006,3360 MARKET ST,,2018-007253PRJ,2 to 4,O,2018-06-11,0,0,0,0,0,0,2,2,2,0,No,
,3617036,69 HILL ST,,2018-008522PRJ,ADU,R,2018-06-06,0,0,0,0,0,2,0,2,2,0,No,
,6515023,1341 VALENCIA ST,,2018-008504PRJ,ADU,R,2018-06-12,0,0,0,0,0,2,0,2,2,0,No,
,1160035,2121 GOLDEN GATE AV,,2018-012677PRJ,2 to 4,O,2018-08-22,0,0,0,0,0,0,2,2,2,0,No,
,0807062,440 IVY ST,,2018-006787PRJ,2 to 4,O,2018-09-10,0,0,0,0,0,0,2,2,2,0,No,
,3641010C,2782 FOLSOM ST,,2018-011330PRJ,5+,R,2018-07-03,0,0,0,0,0,0,2,2,2,0,No,
,2355012,1644 TARAVAL ST,,2018-011956PRJ,2 to 4,O,2018-07-20,0,0,0,0,0,0,2,2,2,0,No,
,0719012A,1075 OFARRELL ST,,2018-011536PRJ,ADU,R,2018-08-22,0,0,0,0,0,2,0,2,2,0,No,
,0938017C,2539 LOMBARD ST,,2018-012157PRJ,ADU,R,2018-07-25,0,0,0,0,0,2,0,2,2,0,No,
,0613028,2232 WEBSTER ST,,2018-002923PRJ,2 to 4,O,2018-08-21,0,0,0,0,0,0,2,2,2,0,No,
,1243002,91 CENTRAL AV,,2018-012119PRJ,ADU,R,2018-09-05,0,0,0,0,0,2,0,2,2,0,No,
,3565077,3475 16TH ST,,2018-011135PRJ,ADU,R,2018-08-14,0,0,0,0,0,2,0,2,2,0,No,
,1115017,2 ENCANTO AV,,2018-011001PRJ,ADU,R,2018-07-26,0,0,0,0,0,2,0,2,2,0,No,
,0184017,1 WALL PL,,2018-014538PRJ,ADU,R,2018-10-24,0,0,0,0,0,2,0,2,2,0,No,
,0838021,275 OAK ST,,2018-003024PRJ,ADU,R,2018-10-26,0,0,0,0,0,2,0,2,2,0,No,
,4073026,740 RHODE ISLAND ST,,2018-014702PRJ,ADU,R,2018-10-26,0,0,0,0,0,2,0,2,2,0,No,
,0596013,1542 JACKSON ST,,2018-014210PRJ,ADU,R,2018-10-17,0,0,0,0,0,2,0,2,2,0,No,
,0793025,485 FULTON ST,,2018-014218PRJ,ADU,R,2018-10-17,0,0,0,0,0,2,0,2,2,0,No,
,0129008,810 VALLEJO ST,,2018-014281PRJ,ADU,R,2018-10-17,0,0,0,0,0,2,0,2,2,0,No,
,1225026,428 COLE ST,,2018-013340PRJ,ADU,R,2018-10-26,0,0,0,0,0,2,0,2,2,0,No,
,4104015,569 PENNSYLVANIA AV,,2018-016066PRJ,ADU,R,2018-10-24,0,0,0,0,0,2,0,2,2,0,No,
,4791026,1391 SHAFTER AV,,2018-011328PRJ,ADU,R,2018-08-16,0,0,0,0,0,2,0,2,2,0,No,
,0848003,333 FILLMORE ST,,2018-016993PRJ,ADU,R,2018-12-10,0,0,0,0,0,2,0,2,2,0,No,
,0213020,1250 TAYLOR ST,,2018-017122PRJ,ADU,R,2018-12-20,0,0,0,0,0,2,0,2,2,0,No,
,0121002,1011 UNION ST,,2018-015699PRJ,ADU,R,2018-11-16,0,0,0,0,0,2,0,2,2,0,No,
,0216010,1450 CLAY ST,,2018-011993PRJ,ADU,R,2018-08-28,0,0,0,0,0,2,0,2,2,0,No,
,0862027,723 HAIGHT ST,,2018-015001PRJ,ADU,R,2018-11-30,0,0,0,0,0,2,0,2,2,0,No,
,3630024,165 CHATTANOOGA ST,,2018-008664PRJ,ADU,R,2018-11-21,0,0,0,0,0,2,0,2,2,0,No,
,2657021,35 HATTIE ST,,2018-000829PRL,2 to 4,O,2018-01-11,0,0,0,0,0,0,2,2,2,0,No,
,0848003A,325 FILLMORE ST,,2018-012286PRL,2 to 4,O,2018-08-31,0,0,0,0,0,0,2,2,2,0,No,
,6722012,108 BOSWORTH ST,,2018-015324PRL,2 to 4,O,2018-11-08,0,0,0,0,0,0,2,2,2,0,No,
,0875013,34 STEINER ST,,2018-015987PRL,5+,R,2018-09-12,0,0,0,0,0,0,2,2,2,0,No,
,1067034,48 COOK ST,,2017-010174PRJ,2 to 4,O,2018-03-30,0,0,0,0,0,0,2,2,2,0,No,
,6548009,232 CLIPPER ST,,2017-011414PRJ,2 to 4,O,2018-07-11,0,0,0,0,0,0,2,2,2,0,No,
,4162026,828 ARKANSAS ST,,2017-016520PRJ,2 to 4,O,2018-03-07,0,0,0,0,0,0,2,2,2,0,No,
,6562037,4211 26TH ST,,2018-001088PRJ,2 to 4,O,2018-01-09,0,0,0,0,0,0,2,2,2,0,No,
,2607037,284 ROOSEVELT WY,,2018-001982PRJ,2 to 4,O,2018-02-05,0,0,0,0,0,0,2,2,2,0,No,
,1026005,2704 CALIFORNIA ST,,2018-002318PRJ,2 to 4,O,2018-01-10,0,0,0,0,0,0,2,2,2,0,No,
,1026005,2704 CALIFORNIA ST,,2018-002318PRJ,2 to 4,O,2018-01-10,0,0,0,0,0,0,2,2,2,0,No,
,6514024,221 SAN JOSE AV,,2018-003086PRJ,ADU,R,2018-02-20,0,0,0,0,0,2,0,2,2,0,No,
,1240007,820 WALLER ST,,2018-005375PRJ,ADU,R,2018-01-25,0,0,0,0,0,2,0,2,2,0,No,
,0076020,1918 POWELL ST,,2018-008630PRJ,2 to 4,O,2018-02-08,0,0,0,0,0,0,2,2,2,0,No,
,0500025,45 CULEBRA TR,,2018-009534PRJ,2 to 4,O,2018-07-03,0,0,0,0,0,0,2,2,2,0,No,
,5279017,1654 KIRKWOOD AV,,2018-010081PRJ,2 to 4,O,2018-05-25,0,0,0,0,0,0,2,2,2,0,No,
,5826005,120 BACHE ST,,2018-010353PRJ,2 to 4,O,2018-07-30,0,0,0,0,0,0,2,2,2,0,No,
,5826005,120 BACHE ST,,2018-010353PRJ,2 to 4,O,2018-07-30,0,0,0,0,0,0,2,2,2,0,No,
,5826005,120 BACHE ST,,2018-010353PRJ,2 to 4,O,2018-07-30,0,0,0,0,0,0,2,2,2,0,No,
,0114034,379 UNION ST,,2018-011294PRJ,ADU,R,2018-08-16,0,0,0,0,0,2,0,2,2,0,No,
,2402034,1349 TARAVAL ST,,2015-010714PRJ,2 to 4,O,2018-05-09,0,0,0,0,0,0,1,1,1,0,No,
,2831013,4152 24TH ST,,2016-004355PRJ,SFD,O,2018-09-11,0,0,0,0,0,0,1,1,1,0,No,
,7212004A,3075 25TH AV,,2018-004037PRJ,ADU,R,2018-03-13,0,0,0,0,0,1,0,1,1,0,No,
,6306038,119 PEABODY ST,,2018-006319PRJ,ADU,R,2018-04-24,0,0,0,0,0,1,0,1,1,0,No,
,0179040,821 PACIFIC AV,,2018-006320PRJ,ADU,R,2018-04-25,0,0,0,0,0,1,0,1,1,0,No,
,5434A007,1886 DONNER AV,,2018-002706PRJ,ADU,R,2018-02-16,0,0,0,0,0,1,0,1,1,0,No,
,2853009,998 BURNETT AV,,2018-002705PRJ,ADU,R,2018-02-20,0,0,0,0,0,1,0,1,1,0,No,
,5360024B,1539 SHAFTER AV,,2018-002707PRJ,ADU,R,2018-02-20,0,0,0,0,0,1,0,1,1,0,No,
,2406037,2451 19TH AV,,2018-007384PRJ,ADU,R,2018-05-18,0,0,0,0,0,1,0,1,1,0,No,
,1729006,1235 21ST AV,,2018-007388PRJ,ADU,R,2018-05-17,0,0,0,0,0,1,0,1,1,0,No,
,2163028,2082 44TH AV,,2018-009416PRJ,ADU,R,2018-06-28,0,0,0,0,0,1,0,1,1,0,No,
,3633009,46 ALVARADO ST,,2018-009424PRJ,ADU,R,2018-06-29,0,0,0,0,0,1,0,1,1,0,No,
,5853015,194 GAVEN ST,,2018-009413PRJ,ADU,R,2018-07-06,0,0,0,0,0,1,0,1,1,0,No,
,7092064,255 MINERVA ST,,2018-006321PRJ,ADU,R,2018-04-25,0,0,0,0,0,1,0,1,1,0,No,
,1553044,500 11TH AV,,2018-007391PRJ,ADU,R,2018-05-14,0,0,0,0,0,1,0,1,1,0,No,
,0604016,2350 WASHINGTON ST,,2018-007450PRJ,ADU,R,2018-05-01,0,0,0,0,0,1,0,1,1,0,No,
,0104027A,10 NOBLES AL,,2018-002575PRJ,ADU,R,2018-02-15,0,0,0,0,0,1,0,1,1,0,No,
,5330030,1983 PALOU AV,,2018-003472PRJ,ADU,R,2018-03-06,0,0,0,0,0,1,0,1,1,0,No,
,6578027,1475 CHURCH ST,,2018-007641PRJ,ADU,R,2018-05-22,0,0,0,0,0,1,0,1,1,0,No,
,0840019,445 OAK ST,,2018-007474PRJ,ADU,R,2018-05-01,0,0,0,0,0,1,0,1,1,0,No,
,6414034,1276 GENEVA AV,,2018-007495PRJ,ADU,R,2018-05-07,0,0,0,0,0,1,0,1,1,0,No,
,7116010,147 BRIGHT ST,,2018-007605PRJ,ADU,R,2018-05-09,0,0,0,0,0,1,0,1,1,0,No,
,0856011A,86 WALLER ST,,2018-007462PRJ,2 to 4,O,2018-05-17,0,0,0,0,0,0,1,1,1,0,No,
,5720034,73 LEESE ST,,2018-007172PRJ,ADU,R,2018-05-02,0,0,0,0,0,1,0,1,1,0,No,
,1711019D,3844 IRVING ST,,2018-007907PRJ,ADU,R,2018-05-31,0,0,0,0,0,1,0,1,1,0,No,
,1372021,5020 CALIFORNIA ST,,2018-006175PRJ,ADU,R,2018-04-19,0,0,0,0,0,1,0,1,1,0,No,
,6053019,534 WOOLSEY ST,,2018-006246PRJ,ADU,R,2018-03-22,0,0,0,0,0,1,0,1,1,0,No,
,1444013,363 12TH AV,,2018-008058PRJ,ADU,R,2018-05-29,0,0,0,0,0,1,0,1,1,0,No,
,5862A027,11 UNIVERSITY ST,,2018-010107PRJ,ADU,R,2018-07-03,0,0,0,0,0,1,0,1,1,0,No,
,3977001J,2005 17TH ST,,2018-009397PRJ,ADU,R,2018-06-25,0,0,0,0,0,1,0,1,1,0,No,
,1598022A,4542 CABRILLO ST,,2018-003462PRJ,ADU,R,2018-03-08,0,0,0,0,0,1,0,1,1,0,No,
,1772007,1318 18TH AV,,2018-003466PRJ,ADU,R,2018-02-21,0,0,0,0,0,1,0,1,1,0,No,
,3601075,695 NOE ST,,2018-002346PRJ,ADU,R,2018-02-12,0,0,0,0,0,1,0,1,1,0,No,
,2344A002,2307 15TH AV,,2018-002721PRJ,ADU,R,2018-02-21,0,0,0,0,0,1,0,1,1,0,No,
,0115063,451 UNION ST,,2018-007194PRJ,ADU,R,2018-05-15,0,0,0,0,0,1,0,1,1,0,No,
,1367028,190 08TH AV,,2018-006086PRJ,ADU,R,2018-04-12,0,0,0,0,0,1,0,1,1,0,No,
,6943057,206 HOLLOWAY AV,,2018-004429PRJ,ADU,R,2018-03-28,0,0,0,0,0,1,0,1,1,0,No,
,5071009,250 TOCOLOMA AV,,2018-004645PRJ,ADU,R,2018-03-30,0,0,0,0,0,1,0,1,1,0,No,
,1054027,2883 BUSH ST,,2018-006247PRJ,ADU,R,2018-04-11,0,0,0,0,0,1,0,1,1,0,No,
,0050020,651 FRANCISCO ST,,2018-010348PRJ,ADU,R,2018-07-26,0,0,0,0,0,1,0,1,1,0,No,
,7018047,225 GRAFTON AV,,2018-009816PRJ,ADU,R,2018-07-10,0,0,0,0,0,1,0,1,1,0,No,
,1894016,1569 48TH AV,,2018-009815PRJ,2 to 4,O,2018-03-05,0,0,0,0,0,0,1,1,1,0,No,
,2385042A,2400 41ST AV,,2018-007776PRJ,ADU,R,2018-05-25,0,0,0,0,0,1,0,1,1,0,No,
,3655063,1006 NOE ST,,2018-007525PRJ,ADU,R,2018-05-17,0,0,0,0,0,1,0,1,1,0,No,
,2032021,1738 18TH AV,,2018-008038PRJ,ADU,R,2018-06-04,0,0,0,0,0,1,0,1,1,0,No,
,1562006A,531 19TH AV,,2018-008406PRJ,2 to 4,O,2018-03-22,0,0,0,0,0,0,1,1,1,0,No,
,1742014,1275 08TH AV,,2018-008232PRJ,ADU,R,2018-06-05,0,0,0,0,0,1,0,1,1,0,No,
,1177030,1847 MCALLISTER ST,,2018-008818PRJ,ADU,R,2018-06-20,0,0,0,0,0,1,0,1,1,0,No,
,5361011,1566 UNDERWOOD AV,,2018-008225PRJ,ADU,R,2018-05-08,0,0,0,0,0,1,0,1,1,0,No,
,2626005,32 ORD ST,,2014-000174PRJ,2 to 4,O,2018-05-31,0,0,0,0,0,0,1,1,1,0,No,
,1918032,1662 26TH AV,,2018-008048PRJ,ADU,R,2018-04-27,0,0,0,0,0,1,0,1,1,0,No,
,2091040,1942 44TH AV,,2018-008275PRJ,ADU,R,2018-06-07,0,0,0,0,0,1,0,1,1,0,No,
,5676017,377 ELSIE ST,,2018-009058PRJ,ADU,R,2018-06-26,0,0,0,0,0,1,0,1,1,0,No,
,6482034,61 ROYAL LN,,2018-008036PRJ,ADU,R,2018-06-01,0,0,0,0,0,1,0,1,1,0,No,
,5900019,22 WEST VIEW AV,,2018-006904PRJ,ADU,R,2018-05-08,0,0,0,0,0,1,0,1,1,0,No,
,1222011,1438 PAGE ST,,2018-003440PRJ,ADU,R,2018-03-06,0,0,0,0,0,1,0,1,1,0,No,
,6252028,65 CORA ST,,2018-003518PRJ,ADU,R,2018-03-09,0,0,0,0,0,1,0,1,1,0,No,
,1067034,48 COOK ST,,2017-010174PRJ,SFD,O,2018-05-10,0,0,0,0,0,0,1,1,1,0,No,
