APN_old,APN,address,project_name,jurisdiction_id,unit,tenure,vli_dr_entitle,vli_ndr_entitle,li_dr_entitle,li_ndr_entitle,mi_dr_entitle,mi_ndr_entitle,ami_entitle,date_entitle,units_entitle,vli_dr_permit,vli_ndr_permit,li_dr_permit,li_ndr_permit,mi_dr_permit,mi_ndr_permit,ami_permit,date_permit,units_permit,vli_dr_occcert,vli_ndr_occcert,li_dr_occcert,li_ndr_occcert,mi_dr_occcert,mi_ndr_occcert,ami_occcert,date_occcert,units_occcert,ELI_units,SB35,infill,asst_prog,dr_type,lcl_determ,dr_afford_term,demoed_units,demoed_type,demoed_tenure,notes
,012 093503300,82 MONTELL ST,,RB1704926,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,015 133502703,1048 STANFORD AVE,,RB1705040,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-19 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,011 088901516,915 GROSVENOR PL,,RB1705067,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-21 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,016 142302200,2228 WOOLSEY ST,,RB1705083,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-08 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,038 321402500,1905 62ND AVE,,RB1705123,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-01-05 00:00:00,2,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,045 525400900,10545 PIPPIN ST,,RB1705130,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-08 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,023 048701900,1427 E 36TH ST,,RB1705181,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-23 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,015 136900300,5835 MAC CALL ST,,RB1705193,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-01-11 00:00:00,3,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,045 525401900,10628 PEARMAIN ST,,RB1705320,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-08 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,041 420303100,"1224 80TH AVE, #Rear A B",,RB1705325,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-05-03 00:00:00,2,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,041 420303100,"1222 80TH AVE, #Front A.B",,RB1705327,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-05-03 00:00:00,2,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048B712500107,55 BUCKEYE AVE,,RB1705353,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-24 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 001302300,1698 11TH ST,,RB1705379,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-26 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 002504100,1043 WILLOW ST,,RB1705382,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-26 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,008 065902000,634 22ND ST,,RB1705416,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,036 241501400 ,2308 COURTLAND AVE,,RB1705427,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-12 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,040A343504000,7886 SUNKIST DR,,RB1705471,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-06 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,027 086001100,3031 CHAMPION ST,,RB1705472,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-05 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,045 536901206,306 105TH AVE,,RB1705528,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-21 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,043 460400100,2276 AUSEON AVE,,RB1705530,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-27 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,036 250106700,3219 KINGSLAND AVE,,RB1705548,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-05 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,029A135300901,2368 LEIMERT BLVD,,RB1705597,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-10 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,014 126606300,6032 CHABOT RD,,RB1705626,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-19 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,016 141400800,6459 COLBY ST,,RB1705660,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-02-05 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,004 009500100,1533 8TH ST,,RB1705673,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-06 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,005 039501000,1448 16TH ST,,RB1705679,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-12-20 00:00:00,2,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,016 143202800,757 65TH ST,,RB1705697,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-02 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,009 074003002,929 35TH ST,,RB1705699,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048G741601000,7072 BROADWAY TR,,RB1705705,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-11 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,030 192901403,4021 BAYO ST,,RB1705726,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-30 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,010 078502700,392 EUCLID AVE,,RB1705815,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-09 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,027 086903700,3211 NICOL AVE,,RB1800073,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-20 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,034 228200400,905 52ND AVE,,RB1800075,SFD,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-28 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,022 035400500,2647 19TH AVE,,RB1800081,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-17 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,032 204000300,4360 ALLENDALE AVE,,RB1800095,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-04 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,030 190001700,3865 MAGEE AVE,,RB1800155,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-27 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 093201100,573 EL DORADO AVE,,RB1800185,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-23 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048H761804800,6874 BUCKINGHAM BLVD,,RB1800190,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-06 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 109003000,865 43RD ST,,RB1800222,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-17 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048E733004001,6927 SAYRE DR,,RB1800230,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-07 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 095803800,837 W MACARTHUR BLVD,,RB1800234,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-19 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,016 144901300,1054 ALCATRAZ AVE,,RB1800247,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-01 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,003 000501100,852 MILTON ST,,RB1800249,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-14 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,003 000501100,854 MILTON ST,,RB1800250,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-14 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,008 067702300,675 25TH ST,,RB1800262,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-23 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,022 034300800,2527 11TH AVE,,RB1800266,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-30 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,014 126206200,5463 KALES AVE,,RB1800341,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-02-26 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,005 040600400,2029 CHESTNUT ST,,RB1800354,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,016 141000800,6472 BENVENUE AVE,,RB1800358,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-04 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048A710400200,6133 HILL RD,,RB1800364,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-31 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,044 500901002,712 TYLER ST,,RB1800460,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-19 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 002301500,925 WILLOW ST,,RB1800477,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-04 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,023 041000200,613 CLEVELAND ST,,RB1800524,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-02-22 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 002503100,1036 WOOD ST,,RB1800560,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-02 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,009 071801500,710 BROCKHURST ST,,RB1800566,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-18 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,021 029002100,2118 19TH AVE,,RB1800567,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-02-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,025 072200100,2919 E 17TH ST,,RB1800581,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-05 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,044 498400800,9319 D ST,,RB1800604,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-11 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048F737102300,6425 SNAKE RD,,RB1800620,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-12 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,032 207802700,1962 ROSEDALE AVE,,RB1800630,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-06 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,045 521201100,917 106TH AVE,,RB1800705,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048D728203600,5847 CHELTON DR,,RB1800708,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048E732509801,2255 ARROWHEAD DR,,RB1800717,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-04 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,026 075500900,2229 25TH AVE,,RB1800735,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,023 039001100,"1025 BELLA VISTA AVE, ##1",,RB1800760,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-02-15 00:00:00,3,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,023 048902600,1551 E 38TH ST,,RB1800841,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-13 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,015 136304300,633 63RD ST,,RB1800888,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-13 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,011 086104000,4049 LAKESHORE AVE,,RB1800894,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-22 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 116702300,880 46TH ST,,RB1800939,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-13 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,040A342201500	,8016 MACARTHUR BLVD,,RB1800970,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-06 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,005 046602600,3004 LINDEN ST,,RB1801092,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-17 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,029 099702800,2419 DELMER ST,,RB1801194,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-19 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,032 210102200,2501 HARRINGTON AVE,,RB1801216,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-09 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048H790102000,33 BAY FOREST CT,,RB1801241,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-26 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,045 525302400,10746 PEARMAIN ST,,RB1801359,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-27 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,023 040501100,512 SPRUCE ST,,RB1801378,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-21 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048 566700504,3074 MALCOLM AVE,,RB1801396,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-25 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,040A343205700,7872 MICHIGAN AVE,,RB1801405,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-18 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,025 073001101,2822 E 16TH ST,,RB1801469,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-01 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,040A341200200,7523 OUTLOOK AVE,,RB1801484,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-13 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,029 107203407,3315 VICTOR AVE,,RB1801513,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-13 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,037A277801000,6840 SIMSON ST,,RB1801533,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-09 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 001304600,1678 10TH ST,,RB1801598,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-14 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,003 001701900,873 ATHENS AVE,,RB1801670,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-31 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048 686001602,4520 ST ANDREWS RD,,RB1801673,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-01 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,032 211102800,3558 GRAY ST,,RB1801742,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-31 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 112801800,4448 HOWE ST,,RB1801750,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-19 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,015 130302100,1045 ARLINGTON AVE,,RB1801793,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-01 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 112900500,4521 HOWE ST,,RB1801800,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,041 419801700,1259 80TH AVE,,RB1801828,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-18 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,011 087503600,667 SANTA RAY AVE,,RB1801841,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-24 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,036 244100800,4441 VIRGINIA AVE,,RB1801920,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-02 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,014 119601900,5416 MARKET ST,,RB1801959,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-07-11 00:00:00,2,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048H767200202	,7559 CLAREMONT AVE,,RB1801982,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-13 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,023 041004800,620 HILLSBOROUGH ST,,RB1802089,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-14 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048D725300500,20 CHATSWORTH CT,,RB1802121,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-27 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,015 136002600,695 61ST ST,,RB1802187,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-23 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,024 053301400,4000 GREENWOOD AVE,,RB1802195,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-09 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,019 008401101,2845 E 9TH ST,,RB1802224,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-22 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,032 205301100,2931 MINNA AVE,,RB1802240,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-02 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,023 048801900,1475 EXCELSIOR AVE,,RB1802282,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-03 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,022 035701900,1370 E 28TH ST,,RB1802366,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,043A467800900,3600 CALAFIA AVE,,RB1802416,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-18 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 109901400,"462 44TH ST, UNIT A",,RB1802459,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-28 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048E733405305,6644 SNAKE RD,,RB1802642,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-24 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,005 045502600,2822 CHESTNUT ST,,RB1802729,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-29 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,032 206900301,3941 BROOKDALE AVE,,RB1802752,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-28 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,027 087000700,2928 COOLIDGE AVE,,RB1802826,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-05 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,041 412904400,1238 72ND AVE,,RB1802884,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-09-27 00:00:00,3,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,040 332501301,7409 LOCKWOOD ST,,RB1802887,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-07 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,028 093901300,3022 MACARTHUR BLVD,,RB1802945,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-25 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,046 546600400,2126 99TH AVE,,RB1802959,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-27 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 101800100,4029 LUSK ST,,RB1803006,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-09 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 095803400,867 W MACARTHUR BLVD,,RB1803019,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-08-27 00:00:00,2,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048F737404900,6801 SNAKE RD,,RB1803080,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-10 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,044 495801000,1013 92ND AVE,,RB1803086,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-07 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,024 053905100,1339 WELLINGTON ST,,RB1803104,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-11 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048D729806500,6754 AITKEN DR,,RB1803135,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-29 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,035 235600700,1435 45TH AVE,,RB1803136,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-18 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,034 227301900,1253 52ND AVE,,RB1803151,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-13 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048H765602500,1005 SILER PL,,RB1803203,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-28 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,040A344105700,4018 EDWARDS AVE,,RB1803214,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-12-12 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,032 204703300,2166 HIGH ST,,RB1803232,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-17 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,014 119800203,5533 M L KING JR WY,,RB1803233,MH,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,"Construct new (factory/manufactured) 1,280sf 3 bedroom/2.5 bathroom SFD located behind 807 56th St"
