APN_old,APN,address,project_name,jurisdiction_id,unit,tenure,vli_dr_entitle,vli_ndr_entitle,li_dr_entitle,li_ndr_entitle,mi_dr_entitle,mi_ndr_entitle,ami_entitle,date_entitle,units_entitle,vli_dr_permit,vli_ndr_permit,li_dr_permit,li_ndr_permit,mi_dr_permit,mi_ndr_permit,ami_permit,date_permit,units_permit,vli_dr_occcert,vli_ndr_occcert,li_dr_occcert,li_ndr_occcert,mi_dr_occcert,mi_ndr_occcert,ami_occcert,date_occcert,units_occcert,ELI_units,SB35,infill,asst_prog,dr_type,lcl_determ,dr_afford_term,demoed_units,demoed_type,demoed_tenure,notes
,0248010,1320 CALIFORNIA ST,,2017-001873PRJ,2 to 4,R,0,0,0,0,0,0,2,2018-02-01 00:00:00,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,2086007A,1966 GREAT HWY,,2017-006544PRJ,2 to 4,O,0,0,0,0,0,0,2,2018-08-15 00:00:00,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3608023,3374-3376 21st Street,,2016-000196PRJ,2 to 4,R,0,0,0,0,0,0,2,2018-07-19 00:00:00,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,6506038,4143 24TH ST,,2016-001190PRJ,2 to 4,O,0,0,0,0,0,0,2,2018-10-02 00:00:00,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,1456013,471 24TH AVE,,2015-013617PRJ,2 to 4,O,0,0,0,0,0,0,2,2018-06-04 00:00:00,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0226004,625 KEARNY ST,,2018-008271PRJ,2 to 4,O,0,0,0,0,0,0,2,2018-11-08 00:00:00,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3642051A,871-873 CAPP ST,,2017-009779PRJ,2 to 4,R,0,0,0,0,0,0,2,2018-06-14 00:00:00,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0250006,1350 PINE ST,,2016-013400PRJ,ADU,R,0,0,0,0,0,1,0,2018-01-30 00:00:00,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,3755023,1140 HARRISON ST,,201804277640,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,371,2018-12-05 00:00:00,371,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3701021,1270 MISSION ST,,201611303826,5+,R,0,0,0,0,0,0,0,,0,0,0,64,0,0,0,235,2018-02-07 00:00:00,299,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3808004,188 HOOPER ST,,201802161503,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,280,2018-08-27 00:00:00,280,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0350002,1028 MARKET ST,,201707172085,5+,R,0,0,0,0,0,0,0,,0,0,0,25,0,0,0,161,2018-12-07 00:00:00,186,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3780044,975 BRYANT ST,,201706300808,5+,R,0,0,0,0,0,0,0,,0,0,0,30,0,0,0,155,2018-12-07 00:00:00,185,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3749058,390 01ST ST,,201601278125,5+,R,0,0,0,0,0,0,0,,0,0,0,22,0,0,0,158,2018-05-04 00:00:00,180,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0763009,600 VAN NESS AV,,201712196900,5+,R,0,0,0,0,0,0,0,,0,0,0,24,0,0,0,144,2018-12-03 00:00:00,168,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3554005,1950 MISSION ST,,201609218371,5+,R,0,0,0,0,0,0,0,,0,0,0,155,0,0,0,2,2018-02-16 00:00:00,157,0,0,0,0,0,0,0,,0,,N,,CDLAC,,,,,,,
,0340002,25 MASON ST,,201711093594,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,155,2018-12-05 00:00:00,155,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,8711020,691 CHINA BASIN ST,,201804196818,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,152,2018-10-29 00:00:00,152,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0345017,361 TURK ST,,201804136327,5+,R,0,0,0,0,0,0,0,,0,0,0,18,0,0,0,128,2018-12-07 00:00:00,146,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0811010,200 VAN NESS AV,,201705055847,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,145,2018-08-31 00:00:00,145,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3552012,1990 FOLSOM ST,,201707051030,5+,R,0,0,0,0,0,0,0,,0,0,0,142,0,0,0,1,2018-08-31 00:00:00,143,0,0,0,0,0,0,0,,0,,N,,CDLAC,,,,,,,
,4022028,681 FLORIDA ST,,201802211851,5+,R,0,0,0,0,0,0,0,,0,0,0,129,0,0,0,1,2018-10-23 00:00:00,130,0,0,0,0,0,0,0,,0,,N,,CDLAC,,,,,,,
,3728019,1298 HOWARD ST,,201406067752,5+,R,0,0,0,0,0,0,0,,0,0,0,17,0,0,0,112,2018-07-03 00:00:00,129,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3753007,360 05TH ST,,201805310611,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,18,0,109,2018-12-21 00:00:00,127,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0738018,830 EDDY ST,,201612285985,5+,R,0,0,0,0,0,0,0,,0,0,0,18,0,0,0,108,2018-09-07 00:00:00,126,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3639006,2675 FOLSOM ST,,201607283625,5+,R,0,0,0,0,0,0,0,,0,0,0,19,0,0,0,98,2018-12-07 00:00:00,117,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0741002,500 TURK ST,,201712156628,5+,R,0,0,0,0,0,0,0,,0,0,0,107,0,0,0,1,2018-12-06 00:00:00,108,0,0,0,0,0,0,0,,0,,N,,CDLAC,,,,,,,
,0855010,1740 MARKET ST,,201610210918,5+,R,0,0,0,0,0,0,0,,0,0,0,12,0,0,0,88,2018-12-05 00:00:00,100,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0345002,145 LEAVENWORTH ST,,201804136335,5+,R,0,0,0,0,0,0,0,,0,0,0,12,0,0,0,86,2018-12-07 00:00:00,98,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0744010,950 GOUGH ST,,201510281089,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,84,2018-05-11 00:00:00,95,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3753148,988 HARRISON ST,,201712146448,5+,R,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,80,2018-11-30 00:00:00,90,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3750050,655 FOLSOM ST,,201602099171,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,89,2018-12-07 00:00:00,89,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,1107008,2500 TURK BL,,201611303815,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,84,2018-10-16 00:00:00,84,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3736107,58 TEHAMA ST,,201612275918,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,80,2018-11-28 00:00:00,80,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3591024,793 SOUTH VAN NESS AV,,201805159202,5+,R,0,0,0,0,0,0,0,,0,0,0,11,0,0,0,64,2018-12-05 00:00:00,75,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,6529002,2918 MISSION ST,,201612285987,5+,R,0,0,0,0,0,0,0,,0,0,0,11,0,0,0,64,2018-11-13 00:00:00,75,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,1107008,2500 TURK BL,,201611303820,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,71,2018-10-16 00:00:00,71,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0346002,135 HYDE ST,,201611072110,5+,R,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,59,2018-10-19 00:00:00,69,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3519017,1394 HARRISON ST,,201508194769,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,67,2018-07-20 00:00:00,67,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,7308001,199 VIDAL DR,,201511132572,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,64,2018-10-29 00:00:00,64,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3999015,249 PENNSYLVANIA AV,,201611223357,5+,R,0,0,0,0,0,0,0,,0,0,0,10,0,0,0,49,2018-10-10 00:00:00,59,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0766010,555 GOLDEN GATE AV,,201712156653,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,48,2018-10-31 00:00:00,55,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0691001,1145 POLK ST,,201511203273,5+,R,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,46,2018-08-29 00:00:00,54,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0140008,735 DAVIS ST,,201711154101,5+,R,0,0,0,0,0,0,0,,0,0,0,52,0,0,0,1,2018-12-11 00:00:00,53,0,0,0,0,0,0,0,,0,,N,,CDLAC,,,,,,,
,3965031,2445 16TH ST,,201512316248,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,45,2018-12-05 00:00:00,53,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0318020,651 GEARY ST,,201706219947,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,46,2018-12-04 00:00:00,52,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0744002,807 FRANKLIN ST,,201712186731,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,48,2018-12-31 00:00:00,48,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3948002,98 PENNSYLVANIA AV,,201612235806,5+,R,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,41,2018-12-05 00:00:00,48,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0936014,2444 LOMBARD ST,,201712156664,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,37,2018-10-03 00:00:00,43,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0855016,1700 MARKET ST,,201604074244,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,37,2018-05-29 00:00:00,42,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0546001,2465 VAN NESS AV,,201612285989,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,2018-06-29 00:00:00,41,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3532019B,235 VALENCIA ST,,201612235821,5+,R,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,35,2018-11-16 00:00:00,40,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3532005,1730 MISSION ST,,201712196830,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,33,2018-07-31 00:00:00,40,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,4591D131,1 EARL ST,,201604144797,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,39,2018-09-20 00:00:00,39,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3755054,349 08TH ST,,201707121715,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,32,2018-06-19 00:00:00,38,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3548033,1863 MISSION ST,,200603277584,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,37,2018-12-20 00:00:00,37,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3732028,980 FOLSOM ST,,201412294587,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,29,2018-12-27 00:00:00,33,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0337014A,469 EDDY ST,,201512094600,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,25,2018-11-30 00:00:00,29,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,3502108,198 VALENCIA ST,,201408053094,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,25,2018-11-29 00:00:00,28,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0853034,188 OCTAVIA ST,,201610059557,5+,R,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,23,2018-09-07 00:00:00,27,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0334008,430 EDDY ST,,201605056698,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,20,2018-04-12 00:00:00,23,0,0,0,0,0,0,0,,0,,N,,Other,INC,,,,,,
,0512031,2301 LOMBARD ST,,201612285988,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,22,2018-09-24 00:00:00,22,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,4591D131,1 EARL ST,,201602290745,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,15,2018-09-21 00:00:00,15,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,4591D131,1 EARL ST,,201602290747,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,15,2018-09-17 00:00:00,15,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,4591D131,1 EARL ST,,201604144801,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,2018-09-24 00:00:00,12,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,2081001,3701 NORIEGA ST,,201607152516,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,2018-06-04 00:00:00,12,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3554003A,1924 MISSION ST,,201605238117,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,2018-11-30 00:00:00,11,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3751033,768 HARRISON ST,,201406269588,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,2018-11-13 00:00:00,11,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,2393040,2255 TARAVAL ST,,201206203038,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,2018-07-31 00:00:00,10,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,4108003F,2420 03RD ST,,201405085278,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,2018-11-14 00:00:00,9,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,2635046,480 WARREN DR,,201708255917,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,2018-09-17 00:00:00,9,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,3753099,225 SHIPLEY ST,,201512316246,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9,2018-08-02 00:00:00,9,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,1593032,4640 BALBOA ST,,201612195272,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,2018-09-21 00:00:00,8,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,6272027,2 RUSSIA AV,,201705015335,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,2018-04-18 00:00:00,8,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0572013,1458 BROADWAY *,,201405276744,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,8,2018-02-14 00:00:00,8,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,4167013,1395 22ND ST,,201812178529,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,2018-12-17 00:00:00,7,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0323022,555 OFARRELL ST,,201612235814,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,2018-09-24 00:00:00,7,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,2449026,2690 GREAT HY,,201702139291,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,2018-07-26 00:00:00,7,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0493014,189 MAGNOLIA ST,,201701197470,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,2018-12-03 00:00:00,6,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,6544020,610 CLIPPER ST,,201612225671,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,2018-11-08 00:00:00,6,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0147022,18 TURK MURPHY LN,,201610281361,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,2018-07-27 00:00:00,6,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3650050,240 CHATTANOOGA ST,,201607071765,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,2018-06-07 00:00:00,6,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,5358005A,5118 03RD ST,,201512185520,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,2018-03-13 00:00:00,6,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0320011,750 OFARRELL ST,,201612215540,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,2018-12-21 00:00:00,5,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,3636043A,155 BARTLETT ST,,201709148190,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,2018-12-18 00:00:00,5,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0280011,952 SUTTER ST,,201605167516,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,2018-11-01 00:00:00,5,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3649007,1064 DOLORES ST,,201612225670,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,2018-09-21 00:00:00,5,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,3610047,3447 20TH ST,,201501095338,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,2018-04-03 00:00:00,5,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0828005,600 OAK ST,,201609167986,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,2018-04-02 00:00:00,5,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0821001,563 WEBSTER ST,,201608104638,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2018-12-31 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,3614001,2510 FOLSOM ST,,201710262402,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2018-12-18 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1649010,767 06TH AV,,201707252899,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2018-12-06 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1434033,334 03RD AV,,201611102401,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2018-10-26 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,5297027,1107 PHELPS ST,,201704063407,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-10-23 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0212027,1085 WASHINGTON ST,,201705166698,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2018-09-06 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0194032,627 JACKSON ST,,201804166505,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-07-27 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0533014,2150 UNION ST,,201610251069,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-03-08 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0498022C,2942 FRANKLIN ST,,201609278885,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-01-10 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,1221018,1364 PAGE ST,,201608225703,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2018-01-03 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1273017,1010 STANYAN ST,,201512175322,2 to 4,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-11-07 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,3595021,3490 20TH ST,,201604124497,2 to 4,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-06-20 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0145044,1234 GRANT AV,,201507091099,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-06-04 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,1524039,5617 GEARY BL,,201603172366,2 to 4,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-03-02 00:00:00,4,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0495003,3127 OCTAVIA ST,,201711204426,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-12-20 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0535005,2338 UNION ST,,201705318064,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-12-05 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1241009B,65 BUENA VISTA TR,,201810264238,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-12-03 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0979033,2355 SCOTT ST,,201707111508,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-11-28 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,6156028,3190 SAN BRUNO AV,,201611042024,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-11-09 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,6544021,660 CLIPPER ST,,201612225672,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-11-08 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,3609114,305 SAN CARLOS ST,,201702038637,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-11-06 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,3534002,104 GUERRERO ST,,201710131207,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-10-12 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,0319022,775 GEARY ST,,201612215550,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-10-09 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1733001,1601 LINCOLN WY,,201710030291,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-09-17 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0535007,2350 UNION ST,,201706028289,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-09-06 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1154004,1033 SCOTT ST,,201706280588,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-08-24 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1446048,1347 CLEMENT ST,,201612074401,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-08-02 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1202001A,651 SCOTT ST,,201607212978,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-07-24 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1112013,2200 TURK BL,,201707212564,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-07-20 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,2719B005,130 GRAYSTONE TR,,201702038561,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-06-07 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0219017,1485 CLAY ST,,201611233496,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-06-07 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0921030,3560 DIVISADERO ST,,201612165173,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-04-18 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,1254005,721 ASHBURY ST,,201607212944,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-04-05 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0620026,1639 WASHINGTON ST,,201701247775,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-03-29 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,6597007S,140 TIFFANY AV,,201607011423,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-02-07 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0096025,1262 UNION ST,,201602109299,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-01-31 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0073022,819 LOMBARD ST,,201601137042,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-01-30 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,0250008,1372 PINE ST,,201603041252,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,2018-01-22 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,ADU,,,,,
,4968036,6335 03RD ST,,201507020528,2 to 4,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-12-27 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,1193048,2166 HAYES ST,,201707111490,2 to 4,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-12-17 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
,1193048,2150 HAYES ST,,201707141936,2 to 4,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-12-17 00:00:00,3,0,0,0,0,0,0,0,,0,,N,,,,,,,,,
